line,air_key,class_token,internal_class,flags,class_source,class_source_kind,class_sha256,java_major,super_class,spawn_declared_here,flight_models,flight_model_property_class,flight_model_verification,cockpit_classes,cockpit_property_class,missing_cockpit_classes,player_classification,mesh_names,status,findings
90,HurricaneMkIId,air.HurricaneMkIId,com/maddox/il2/objects/air/HurricaneMkIId,NOINFO,C:\Users\Alexis\DATA\Projets\GITHUB\IL2-1946-Open-Sturmovik\Files\15D11C6E5004F03A,loose,24F65E7AF16C0E0423A2088D03BC81B0052435D4B2F3DAE7D9548DEDF5C13095,47,com/maddox/il2/objects/air/Hurricane,True,FlightModels/HurricaneMkIId.fmd,com/maddox/il2/objects/air/HurricaneMkIId,reference-only-buttons-not-extracted,com/maddox/il2/objects/air/CockpitHURRII,com/maddox/il2/objects/air/HurricaneMkIId,,player-capable-static,3DO/Plane/HurricaneMkIId(Multi1)/hier.him,REVIEW,flight-model reference found; internal Buttons entry not yet verified
91,HurricaneEx,air.HurricaneEx,com/maddox/il2/objects/air/HurricaneEx,,C:\Users\Alexis\DATA\Projets\GITHUB\IL2-1946-Open-Sturmovik\Files\362EA96E38BB3A9C,loose,E8006C6F3EFE3FBB03E1F2EFE8A354C6CEB1C3C434BC4E29B3C61A08998C55A8,47,com/maddox/il2/objects/air/Hurricane,True,FlightModels/HurricaneMkI.fmd,com/maddox/il2/objects/air/HurricaneEx,reference-only-buttons-not-extracted,com/maddox/il2/objects/air/CockpitSpit5B,com/maddox/il2/objects/air/HurricaneEx,,player-capable-static,3DO/Plane/HurricaneEx(Finnish)/hier.him | 3DO/Plane/HurricaneEx(Multi1)/hier.him,REVIEW,flight-model reference found; internal Buttons entry not yet verified
92,SeaHurricaneMkIbLegacy,air.SEAHURRICANE1,com/maddox/il2/objects/air/SEAHURRICANE1,NOINFO,C:\Users\Alexis\DATA\Projets\GITHUB\IL2-1946-Open-Sturmovik\Files\241F114602888C86,loose,909E93E5F056F9FB25742CE29B5B2E645DE647DE100129382A0CE0EBE73AECBD,47,com/maddox/il2/objects/air/Hurricane,True,FlightModels/SeaHurricaneMkI.fmd,com/maddox/il2/objects/air/SEAHURRICANE1,reference-only-buttons-not-extracted,com/maddox/il2/objects/air/CockpitSEAHURRICANE1,com/maddox/il2/objects/air/SEAHURRICANE1,,player-capable-static,3DO/Plane/SeaHurricaneMkIb(GB)/hier.him | 3DO/Plane/SeaHurricaneMkIb(Multi1)/hier.him,REVIEW,flight-model reference found; internal Buttons entry not yet verified
93,SeaHurricaneMkIb,air.SeaHurricaneMkIb,com/maddox/il2/objects/air/SeaHurricaneMkIb,,C:\Users\Alexis\DATA\Projets\GITHUB\IL2-1946-Open-Sturmovik\Files\5DE6FA6CC7A338B6,loose,80A3DFA50B49945D41D391713494F239BEF5D83CC5D8391435D4F37C5D8BFD68,47,com/maddox/il2/objects/air/Hurricane,True,FlightModels/SeaHurricaneMkIb.fmd,com/maddox/il2/objects/air/SeaHurricaneMkIb,reference-only-buttons-not-extracted,com/maddox/il2/objects/air/CockpitHURRI,com/maddox/il2/objects/air/SeaHurricaneMkIb,,player-capable-static,3DO/Plane/SeaHurricaneMkIb(Multi1)/hier.him,REVIEW,flight-model reference found; internal Buttons entry not yet verified
94,SeaHurricaneMkIc,air.SeaHurricaneMkIc,com/maddox/il2/objects/air/SeaHurricaneMkIc,,C:\Users\Alexis\DATA\Projets\GITHUB\IL2-1946-Open-Sturmovik\Files\69B32AC85F0C264A,loose,BE06E625310C1ED1B131C05520C07E4133C977870CFBBC835F2859115DB237CB,47,com/maddox/il2/objects/air/Hurricane,True,FlightModels/SeaHurricaneMkIb.fmd,com/maddox/il2/objects/air/SeaHurricaneMkIc,reference-only-buttons-not-extracted,com/maddox/il2/objects/air/CockpitHURRI,com/maddox/il2/objects/air/SeaHurricaneMkIc,,player-capable-static,3DO/Plane/SeaHurricaneMkIc(Multi1)/hier.him,REVIEW,flight-model reference found; internal Buttons entry not yet verified
95,SeaHurricaneMkIIb,air.SeaHurricaneMkIIb,com/maddox/il2/objects/air/SeaHurricaneMkIIb,,C:\Users\Alexis\DATA\Projets\GITHUB\IL2-1946-Open-Sturmovik\Files\2AD77E984660BB42,loose,8A61748B4D274883642D11A97202ABE9D3ADE1DF36F9B3874C1D193053C8FB60,47,com/maddox/il2/objects/air/Hurricane,True,FlightModels/SeaHurricaneMkIIb.fmd,com/maddox/il2/objects/air/SeaHurricaneMkIIb,reference-only-buttons-not-extracted,com/maddox/il2/objects/air/CockpitHURRII,com/maddox/il2/objects/air/SeaHurricaneMkIIb,,player-capable-static,3DO/Plane/SeaHurricaneMkIIb(Multi1)/hier.him,REVIEW,flight-model reference found; internal Buttons entry not yet verified
96,SeaHurricaneMkIIcLegacy,air.SEAHURRICANE2,com/maddox/il2/objects/air/SEAHURRICANE2,NOINFO,C:\Users\Alexis\DATA\Projets\GITHUB\IL2-1946-Open-Sturmovik\Files\C89D2ED441DAB3A6,loose,806C22D372E5BB44DBD9F497143BA55FD7EDEB688DAD6F49B2B61C5C18E9A6D1,47,com/maddox/il2/objects/air/Hurricane,True,FlightModels/SeaHurricaneMkII.fmd,com/maddox/il2/objects/air/SEAHURRICANE2,reference-only-buttons-not-extracted,com/maddox/il2/objects/air/CockpitSEAHURRICANE2,com/maddox/il2/objects/air/SEAHURRICANE2,,player-capable-static,3DO/Plane/SeaHurricaneMkIIc(GB)/hier.him | 3DO/Plane/SeaHurricaneMkIIc(Multi1)/hier.him,REVIEW,flight-model reference found; internal Buttons entry not yet verified
97,SeaHurricaneMkIIc,air.SeaHurricaneMkIIc,com/maddox/il2/objects/air/SeaHurricaneMkIIc,,C:\Users\Alexis\DATA\Projets\GITHUB\IL2-1946-Open-Sturmovik\Files\89A1D49E4DF2B6B6,loose,5B5A7D0B114A16A594392D2F6D3014F0AAC7922BDB218EAEA78F51D9F05ABBD7,47,com/maddox/il2/objects/air/Hurricane,True,FlightModels/SeaHurricaneMkIIb.fmd,com/maddox/il2/objects/air/SeaHurricaneMkIIc,reference-only-buttons-not-extracted,com/maddox/il2/objects/air/CockpitHURRII,com/maddox/il2/objects/air/SeaHurricaneMkIIc,,player-capable-static,3DO/Plane/SeaHurricaneMkIIc(Multi1)/hier.him,REVIEW,flight-model reference found; internal Buttons entry not yet verified
98,SeaFuryMkX,air.SeaFury_MkX,com/maddox/il2/objects/air/SeaFury_MkX,NOINFO,C:\Users\Alexis\DATA\Projets\GITHUB\IL2-1946-Open-Sturmovik\Files\E746FDC21FFA28AC,loose,E827405516D84AF3CB55F402CCBE084AB28F3B8240E1307B5497F9D83B6C450B,47,com/maddox/il2/objects/air/SeaFury,True,FlightModels/F4U-1C.fmd,com/maddox/il2/objects/air/SeaFury_MkX,reference-only-buttons-not-extracted,com/maddox/il2/objects/air/CockpitTemp5,com/maddox/il2/objects/air/SeaFury_MkX,,player-capable-static,3DO/Plane/SeaFury_MkX/hier.him,REVIEW,flight-model reference found; internal Buttons entry not yet verified
99,TempestMkV,air.TEMPEST5,com/maddox/il2/objects/air/TEMPEST5,NOINFO,C:\Users\Alexis\DATA\Projets\GITHUB\IL2-1946-Open-Sturmovik\Files\EE84A46216DA985A,loose,AACC16EA36B0CBFA39E9A5812107B0418DE1133E74FE0DCB10CCFB089B62BE06,47,com/maddox/il2/objects/air/TEMPEST,True,FlightModels/TempestMkV.fmd,com/maddox/il2/objects/air/TEMPEST5,reference-only-buttons-not-extracted,com/maddox/il2/objects/air/CockpitTemp5,com/maddox/il2/objects/air/TEMPEST5,,player-capable-static,3DO/Plane/TempestMkV(GB)/hier.him | 3DO/Plane/TempestMkV(Multi1)/hier.him,REVIEW,flight-model reference found; internal Buttons entry not yet verified
100,TempestMkV11Lbs,air.TEMPEST511LBS,com/maddox/il2/objects/air/TEMPEST511LBS,NOINFO,C:\Users\Alexis\DATA\Projets\GITHUB\IL2-1946-Open-Sturmovik\Files\AE8CA91AEC317D0E,loose,1875997226FD87E08F641FC515A58A8363B86A216704AF3BC5F26E79D2ABFF28,46,com/maddox/il2/objects/air/TEMPEST,True,FlightModels/TempestMkV11.fmd,com/maddox/il2/objects/air/TEMPEST511LBS,reference-only-buttons-not-extracted,com/maddox/il2/objects/air/CockpitTemp5,com/maddox/il2/objects/air/TEMPEST511LBS,,player-capable-static,3DO/Plane/TempestMkV(GB)/hier.him | 3DO/Plane/TempestMkV(Multi1)/hier.him,REVIEW,flight-model reference found; internal Buttons entry not yet verified
101,TempestMkV13Lbs,air.TEMPEST513LBS,com/maddox/il2/objects/air/TEMPEST513LBS,NOINFO,C:\Users\Alexis\DATA\Projets\GITHUB\IL2-1946-Open-Sturmovik\Files\87B8A9BE3623E128,loose,3202072ECB48AE80FF211E6C3FD65F472D9EB50D1C24C7E1CE1CD626B772E9AB,46,com/maddox/il2/objects/air/TEMPEST,True,FlightModels/TempestMkV13.fmd,com/maddox/il2/objects/air/TEMPEST513LBS,reference-only-buttons-not-extracted,com/maddox/il2/objects/air/CockpitTemp5,com/maddox/il2/objects/air/TEMPEST513LBS,,player-capable-static,3DO/Plane/TempestMkV(GB)/hier.him | 3DO/Plane/TempestMkV(Multi1)/hier.him,REVIEW,flight-model reference found; internal Buttons entry not yet verified
102,TyphoonMkIB,air.TYPHOON1B,com/maddox/il2/objects/air/TYPHOON1B,NOINFO,C:\Users\Alexis\DATA\Projets\GITHUB\IL2-1946-Open-Sturmovik\Files\3F5A819A50F6D382,loose,8B2FF7BDDFFFFCB3E85DE16921F7F205F7073FB776206827E606A1FCCE0FD770,47,com/maddox/il2/objects/air/TEMPEST,True,FlightModels/Typhoon1B.fmd,com/maddox/il2/objects/air/TYPHOON1B,reference-only-buttons-not-extracted,com/maddox/il2/objects/air/CockpitTYPHOON1B,com/maddox/il2/objects/air/TYPHOON1B,,player-capable-static,3DO/Plane/TyphoonMkIB(GB)/hier.him | 3DO/Plane/TyphoonMkIB(Multi1)/hier.him,REVIEW,flight-model reference found; internal Buttons entry not yet verified
103,TyphoonMkIBLate,air.TYPHOON1BLate,com/maddox/il2/objects/air/TYPHOON1BLate,NOINFO,C:\Users\Alexis\DATA\Projets\GITHUB\IL2-1946-Open-Sturmovik\Files\384C22847A1D4ED0,loose,709CB2FFAA29E07A3C3792A339E2BD58A7338134B94726B0C180DCAEA01516B7,47,com/maddox/il2/objects/air/TEMPEST,True,FlightModels/Typhoon1B.fmd,com/maddox/il2/objects/air/TYPHOON1BLate,reference-only-buttons-not-extracted,com/maddox/il2/objects/air/CockpitTemp5,com/maddox/il2/objects/air/TYPHOON1BLate,,player-capable-static,3DO/Plane/TyphoonMkIBLate(GB)/hier.him | 3DO/Plane/TyphoonMkIBLate(Multi1)/hier.him,REVIEW,flight-model reference found; internal Buttons entry not yet verified
104,DB-3b,air.IL_4_DB3B,com/maddox/il2/objects/air/IL_4_DB3B,NOINFO,C:\Users\Alexis\DATA\Projets\GITHUB\IL2-1946-Open-Sturmovik\Files\40706B423CAF2CF8,loose,27290A8F91362D719075B9524F516EAF8DC0E8881F521976EF65350CB6D56831,47,com/maddox/il2/objects/air/IL_4,True,FlightModels/DB-3B.fmd,com/maddox/il2/objects/air/IL_4_DB3B,reference-only-buttons-not-extracted,com/maddox/il2/objects/air/CockpitDB3B | com/maddox/il2/objects/air/CockpitDB3B_BGunner | com/maddox/il2/objects/air/CockpitDB3B_Bombardier | com/maddox/il2/objects/air/CockpitDB3B_FGunner | com/maddox/il2/objects/air/CockpitDB3B_TGunner,com/maddox/il2/objects/air/IL_4_DB3B,,player-capable-static,3DO/Plane/DB-3B/hier.him,REVIEW,flight-model reference found; internal Buttons entry not yet verified
105,DB-3M,air.IL_4_DB3M,com/maddox/il2/objects/air/IL_4_DB3M,,C:\Users\Alexis\DATA\Projets\GITHUB\IL2-1946-Open-Sturmovik\Files\B5B5AC4C356E81AE,loose,54AA21EDC9098538D849272FF1B02F0BB7EFA58C9E152CE4356DE2A8FAF8495E,47,com/maddox/il2/objects/air/IL_4,True,FlightModels/DB-3M.fmd,com/maddox/il2/objects/air/IL_4_DB3M,reference-only-buttons-not-extracted,com/maddox/il2/objects/air/CockpitDB3M | com/maddox/il2/objects/air/CockpitDB3M_BGunner | com/maddox/il2/objects/air/CockpitDB3M_Bombardier | com/maddox/il2/objects/air/CockpitDB3M_FGunner | com/maddox/il2/objects/air/CockpitDB3M_TGunner,com/maddox/il2/objects/air/IL_4_DB3M,,player-capable-static,3DO/Plane/DB-3M/hier.him,REVIEW,flight-model reference found; internal Buttons entry not yet verified
106,DB-3T,air.IL_4_DB3T,com/maddox/il2/objects/air/IL_4_DB3T,NOINFO,C:\Users\Alexis\DATA\Projets\GITHUB\IL2-1946-Open-Sturmovik\Files\F9384EB2AB4E9554,loose,FC3C9732B92D410D7FE7BBB08A4BA540DA38518831167CE5D9C3F46B3B7C008A,47,com/maddox/il2/objects/air/IL_4,True,FlightModels/DB-3T.fmd,com/maddox/il2/objects/air/IL_4_DB3T,reference-only-buttons-not-extracted,com/maddox/il2/objects/air/CockpitDB3T | com/maddox/il2/objects/air/CockpitDB3T_BGunner | com/maddox/il2/objects/air/CockpitDB3T_Bombardier | com/maddox/il2/objects/air/CockpitDB3T_FGunner | com/maddox/il2/objects/air/CockpitDB3T_TGunner,com/maddox/il2/objects/air/IL_4_DB3T,,player-capable-static,3DO/Plane/DB-3T/hier.him,REVIEW,flight-model reference found; internal Buttons entry not yet verified
107,Il-2_1940_Early,air.IL_2_1940Early,com/maddox/il2/objects/air/IL_2_1940Early,,C:\Users\Alexis\DATA\Projets\GITHUB\IL2-1946-Open-Sturmovik\WIP\labs\IL 2 Sturmovik 1946 Selector Dump\dump\com\maddox\il2\objects\air\IL_2_1940Early.class,selector-dump,AE2542232C0357919E5FD87B77782C041C525C68D00E4AAEF8AE7D1C81ECBDDF,47,com/maddox/il2/objects/air/IL_2,True,FlightModels/Il-2-1940.fmd,com/maddox/il2/objects/air/IL_2_1940Early,reference-only-buttons-not-extracted,com/maddox/il2/objects/air/CockpitIL_2_1940,com/maddox/il2/objects/air/IL_2_1940Early,,player-capable-static,3do/plane/Il-2-1940Early(Multi1)/hier.him | 3do/plane/Il-2-1940Early/hier.him,REVIEW,flight-model reference found; internal Buttons entry not yet verified
108,Il-2_1940_Late,air.IL_2_1940Late,com/maddox/il2/objects/air/IL_2_1940Late,,C:\Users\Alexis\DATA\Projets\GITHUB\IL2-1946-Open-Sturmovik\WIP\labs\IL 2 Sturmovik 1946 Selector Dump\dump\com\maddox\il2\objects\air\IL_2_1940Late.class,selector-dump,F34BCFD155BB43CBBD281C5735EF645F6A59091667E2752A2074FEAE6F43DA79,47,com/maddox/il2/objects/air/IL_2,True,FlightModels/Il-2-1940.fmd,com/maddox/il2/objects/air/IL_2_1940Late,reference-only-buttons-not-extracted,com/maddox/il2/objects/air/CockpitIL_2_1940,com/maddox/il2/objects/air/IL_2_1940Late,,player-capable-static,3do/plane/Il-2-1940Late(Multi1)/hier.him | 3do/plane/Il-2-1940Late/hier.him,REVIEW,flight-model reference found; internal Buttons entry not yet verified
109,Il-2_1941_Early,air.IL_2_1941Early,com/maddox/il2/objects/air/IL_2_1941Early,,C:\Users\Alexis\DATA\Projets\GITHUB\IL2-1946-Open-Sturmovik\WIP\labs\IL 2 Sturmovik 1946 Selector Dump\dump\com\maddox\il2\objects\air\IL_2_1941Early.class,selector-dump,381A74CC0690F85246B25278C0D5A6933DE89C5EAA23E7B008C13F3B6F26C56B,47,com/maddox/il2/objects/air/IL_2,True,FlightModels/Il-2-1941.fmd,com/maddox/il2/objects/air/IL_2_1941Early,reference-only-buttons-not-extracted,com/maddox/il2/objects/air/CockpitIL_2_1940,com/maddox/il2/objects/air/IL_2_1941Early,,player-capable-static,3do/plane/Il-2-1941Early(Multi1)/hier.him | 3do/plane/Il-2-1941Early/hier.him,REVIEW,flight-model reference found; internal Buttons entry not yet verified
110,Il-2_1941_Late,air.IL_2_1941Late,com/maddox/il2/objects/air/IL_2_1941Late,,C:\Users\Alexis\DATA\Projets\GITHUB\IL2-1946-Open-Sturmovik\WIP\labs\IL 2 Sturmovik 1946 Selector Dump\dump\com\maddox\il2\objects\air\IL_2_1941Late.class,selector-dump,580A9BA2A7CC68F5FE8FB21445FD7CD1EFEBAC271DB61D27E47A06C38A069F96,47,com/maddox/il2/objects/air/IL_2,True,FlightModels/Il-2-1941.fmd,com/maddox/il2/objects/air/IL_2_1941Late,reference-only-buttons-not-extracted,com/maddox/il2/objects/air/CockpitIL_2_1940,com/maddox/il2/objects/air/IL_2_1941Late,,player-capable-static,3do/plane/Il-2-1941Late(Multi1)/hier.him | 3do/plane/Il-2-1941Late/hier.him,REVIEW,flight-model reference found; internal Buttons entry not yet verified
111,Il-2_3,air.IL_2Type3,com/maddox/il2/objects/air/IL_2Type3,,C:\Users\Alexis\DATA\Projets\GITHUB\IL2-1946-Open-Sturmovik\WIP\labs\IL 2 Sturmovik 1946 Selector Dump\dump\com\maddox\il2\objects\air\IL_2Type3.class,selector-dump,4068182B91B96F8C59C3F68F71499DD2C7B809D54DF579C7AE2016EADFC92FB8,47,com/maddox/il2/objects/air/IL_2,True,FlightModels/Il-2M3.fmd,com/maddox/il2/objects/air/IL_2Type3,reference-only-buttons-not-extracted,com/maddox/il2/objects/air/CockpitIL2_Gunner | com/maddox/il2/objects/air/CockpitIL_2_1942,com/maddox/il2/objects/air/IL_2Type3,,player-capable-static,3do/plane/Il-2Type3(Multi1)/hier.him | 3do/plane/Il-2Type3/hier.him,REVIEW,flight-model reference found; internal Buttons entry not yet verified
112,Il-2_M3,air.IL_2Type3M,com/maddox/il2/objects/air/IL_2Type3M,,C:\Users\Alexis\DATA\Projets\GITHUB\IL2-1946-Open-Sturmovik\Files\FBEDBD1218B7D586,loose,DBEB295E89FAF1063EBDE998FAEA9C9FC442F169B6231D983F7FE14FC35C9088,47,com/maddox/il2/objects/air/IL_2,True,FlightModels/Il-2M3NS.fmd,com/maddox/il2/objects/air/IL_2Type3M,reference-only-buttons-not-extracted,com/maddox/il2/objects/air/CockpitIL2_Gunner | com/maddox/il2/objects/air/CockpitIL_2_1942,com/maddox/il2/objects/air/IL_2Type3M,,player-capable-static,3do/plane/Il-2Type3M(Multi1)/hier.him | 3do/plane/Il-2Type3M(bl)/hier.him | 3do/plane/Il-2Type3M/hier.him,REVIEW,flight-model reference found; internal Buttons entry not yet verified
113,Il-2I,air.IL_2I,com/maddox/il2/objects/air/IL_2I,,C:\Users\Alexis\DATA\Projets\GITHUB\IL2-1946-Open-Sturmovik\WIP\labs\IL 2 Sturmovik 1946 Selector Dump\dump\com\maddox\il2\objects\air\IL_2I.class,selector-dump,CFC97F1036E82BA4C52175FAF5BBEFC94F6BD8F4F12182250BF6952D8F503390,47,com/maddox/il2/objects/air/IL_2,True,FlightModels/Il-2I.fmd,com/maddox/il2/objects/air/IL_2I,reference-only-buttons-not-extracted,com/maddox/il2/objects/air/CockpitIL_2_1942,com/maddox/il2/objects/air/IL_2I,,player-capable-static,3do/plane/Il-2I(Multi1)/hier.him | 3do/plane/Il-2I/hier.him,REVIEW,flight-model reference found; internal Buttons entry not yet verified
114,Il-2I_DZZMod,air.IL_2I_DZZ,com/maddox/il2/objects/air/IL_2I_DZZ,,C:\Users\Alexis\DATA\Projets\GITHUB\IL2-1946-Open-Sturmovik\Files\79C68FD8A16F8F46,loose,AAA5BE7EBCD68BA39B90D3B63B2DB7EE2E47C1FA2DD9FB13EC4937ADB46FBB44,47,com/maddox/il2/objects/air/IL_2,True,FlightModels/Il-2I.fmd,com/maddox/il2/objects/air/IL_2I_DZZ,reference-only-buttons-not-extracted,com/maddox/il2/objects/air/CockpitIL_2_1942,com/maddox/il2/objects/air/IL_2I_DZZ,,player-capable-static,3do/plane/Il-2I(Multi1)/hier.him | 3do/plane/Il-2I/hier.him,REVIEW,flight-model reference found; internal Buttons entry not yet verified
115,Il-2M_Early,air.IL_2MEarly,com/maddox/il2/objects/air/IL_2MEarly,,C:\Users\Alexis\DATA\Projets\GITHUB\IL2-1946-Open-Sturmovik\WIP\labs\IL 2 Sturmovik 1946 Selector Dump\dump\com\maddox\il2\objects\air\IL_2MEarly.class,selector-dump,419F8B20468D723C398AEC3CC2708A100D6741C752680F7C375BD0884162CD3F,47,com/maddox/il2/objects/air/IL_2,True,FlightModels/Il-2MEarly.fmd,com/maddox/il2/objects/air/IL_2MEarly,reference-only-buttons-not-extracted,com/maddox/il2/objects/air/CockpitIL2_Gunner | com/maddox/il2/objects/air/CockpitIL_2_1942,com/maddox/il2/objects/air/IL_2MEarly,,player-capable-static,3do/plane/Il-2MEarly(Multi1)/hier.him | 3do/plane/Il-2MEarly/hier.him,REVIEW,flight-model reference found; internal Buttons entry not yet verified
116,Il-2M_Late,air.IL_2MLate,com/maddox/il2/objects/air/IL_2MLate,,C:\Users\Alexis\DATA\Projets\GITHUB\IL2-1946-Open-Sturmovik\WIP\labs\IL 2 Sturmovik 1946 Selector Dump\dump\com\maddox\il2\objects\air\IL_2MLate.class,selector-dump,1B4412087D2692C72D2D207C762CA306FA1F328C2C99AEDFD9EFB5D8F9F8E1B1,47,com/maddox/il2/objects/air/IL_2,True,FlightModels/Il-2MLate.fmd,com/maddox/il2/objects/air/IL_2MLate,reference-only-buttons-not-extracted,com/maddox/il2/objects/air/CockpitIL2_GunnerOpen | com/maddox/il2/objects/air/CockpitIL_2_1942,com/maddox/il2/objects/air/IL_2MLate,,player-capable-static,3do/plane/Il-2MLate(Multi1)/hier.him | 3do/plane/Il-2MLate/hier.him,REVIEW,flight-model reference found; internal Buttons entry not yet verified
117,Il-2T,air.IL_2T,com/maddox/il2/objects/air/IL_2T,,C:\Users\Alexis\DATA\Projets\GITHUB\IL2-1946-Open-Sturmovik\WIP\labs\IL 2 Sturmovik 1946 Selector Dump\dump\com\maddox\il2\objects\air\IL_2T.class,selector-dump,DB18B61D8D88E9D14106BE19A2A1C6BB7800549068E85F090CD17AD6D7C937A3,47,com/maddox/il2/objects/air/IL_2,True,FlightModels/Il-2M3.fmd,com/maddox/il2/objects/air/IL_2T,reference-only-buttons-not-extracted,com/maddox/il2/objects/air/CockpitIL2_Gunner | com/maddox/il2/objects/air/CockpitIL_2_1942,com/maddox/il2/objects/air/IL_2T,,player-capable-static,3do/plane/Il-2T(Multi1)/hier.him | 3do/plane/Il-2T/hier.him,REVIEW,flight-model reference found; internal Buttons entry not yet verified
118,Il-2T_DZZMod,air.IL_2T_DZZ,com/maddox/il2/objects/air/IL_2T_DZZ,,C:\Users\Alexis\DATA\Projets\GITHUB\IL2-1946-Open-Sturmovik\Files\B87F0B6CAD191388,loose,26C69B67EA6707C2309085410810FA0A25E7B5CFFD4E61DD436A39B56E6AFA9D,47,com/maddox/il2/objects/air/IL_2,True,FlightModels/Il-2M3.fmd,com/maddox/il2/objects/air/IL_2T_DZZ,reference-only-buttons-not-extracted,com/maddox/il2/objects/air/CockpitIL2_Gunner | com/maddox/il2/objects/air/CockpitIL_2_1942,com/maddox/il2/objects/air/IL_2T_DZZ,,player-capable-static,3do/plane/Il-2T(Multi1)/hier.him | 3do/plane/Il-2T/hier.him,REVIEW,flight-model reference found; internal Buttons entry not yet verified
119,Il-4,air.IL_4_IL4,com/maddox/il2/objects/air/IL_4_IL4,,C:\Users\Alexis\DATA\Projets\GITHUB\IL2-1946-Open-Sturmovik\Files\4CAA4D4ABD1BDF00,loose,C7DA51ACE536EC73235FE4F1C79DC684ABFD98C81A057BC183E80EE7E99FDE74,47,com/maddox/il2/objects/air/IL_4,True,FlightModels/Il-4.fmd,com/maddox/il2/objects/air/IL_4_IL4,reference-only-buttons-not-extracted,com/maddox/il2/objects/air/CockpitIL4 | com/maddox/il2/objects/air/CockpitIL4_BGunner | com/maddox/il2/objects/air/CockpitIL4_Bombardier | com/maddox/il2/objects/air/CockpitIL4_FGunner | com/maddox/il2/objects/air/CockpitIL4_TGunner,com/maddox/il2/objects/air/IL_4_IL4,,player-capable-static,3DO/Plane/Il-4/hier.him,REVIEW,flight-model reference found; internal Buttons entry not yet verified
120,Il-4_Late,air.IL_4_IL4late,com/maddox/il2/objects/air/IL_4_IL4late,,C:\Users\Alexis\DATA\Projets\GITHUB\IL2-1946-Open-Sturmovik\Files\C524328612633418,loose,63CA1FBC8E1F17F5838BCBF4E5319790562E6B849194C0BC7236F7A45E2A9C3C,47,com/maddox/il2/objects/air/IL_4,True,FlightModels/Il-4.fmd,com/maddox/il2/objects/air/IL_4_IL4late,reference-only-buttons-not-extracted,com/maddox/il2/objects/air/CockpitIL4 | com/maddox/il2/objects/air/CockpitIL4_BGunner | com/maddox/il2/objects/air/CockpitIL4_FGunner | com/maddox/il2/objects/air/CockpitIL4_TGunner | com/maddox/il2/objects/air/CockpitIL4late_Bombardier,com/maddox/il2/objects/air/IL_4_IL4late,,player-capable-static,3DO/Plane/Il-4/hier.him,REVIEW,flight-model reference found; internal Buttons entry not yet verified
121,Il-10,air.IL_10,com/maddox/il2/objects/air/IL_10,,C:\Users\Alexis\DATA\Projets\GITHUB\IL2-1946-Open-Sturmovik\Files\3363C4CCB34FCA60,loose,2A8FA99C98C7362B6C35629A55BC64759DAA07ADF40A6EDE45ED5ED6EA08F7DE,47,com/maddox/il2/objects/air/Scheme1,True,FlightModels/Il-10.fmd,com/maddox/il2/objects/air/IL_10,reference-only-buttons-not-extracted,com/maddox/il2/objects/air/CockpitIL_10 | com/maddox/il2/objects/air/CockpitIL_10_TGunner,com/maddox/il2/objects/air/IL_10,,player-capable-static,3DO/Plane/Il-10(Multi1)/hier.him | 3DO/Plane/Il-10(cc)/hier.him | 3DO/Plane/Il-10(kp)/hier.him | 3DO/Plane/Il-10(ru)/hier.him,REVIEW,flight-model reference found; internal Buttons entry not yet verified
122,LaGG-3IT,air.LAGG_3IT,com/maddox/il2/objects/air/LAGG_3IT,,C:\Users\Alexis\DATA\Projets\GITHUB\IL2-1946-Open-Sturmovik\Files\5B44305CF74A315E,loose,F493E8A80119E01762738BC721C7FF85E86D2A4B0DA293AB725FF3F02AFC716E,47,com/maddox/il2/objects/air/LAGG_3,True,FlightModels/LaGG-3IT.fmd,com/maddox/il2/objects/air/LAGG_3IT,reference-only-buttons-not-extracted,com/maddox/il2/objects/air/CockpitLAGG_3SERIES66,com/maddox/il2/objects/air/LAGG_3IT,,player-capable-static,3do/plane/LaGG-3IT/hier.him,REVIEW,flight-model reference found; internal Buttons entry not yet verified
123,LaGG-3RD,air.LAGG_3RD,com/maddox/il2/objects/air/LAGG_3RD,NOINFO,C:\Users\Alexis\DATA\Projets\GITHUB\IL2-1946-Open-Sturmovik\WIP\labs\IL 2 Sturmovik 1946 Selector Dump\dump\com\maddox\il2\objects\air\LAGG_3RD.class,selector-dump,431990473374B5A10F0288439845DA2A9E45C5021019C9CCEB6F761746852FEE,47,com/maddox/il2/objects/air/LAGG_3,True,FlightModels/LaGG-3RD.fmd,com/maddox/il2/objects/air/LAGG_3RD,reference-only-buttons-not-extracted,com/maddox/il2/objects/air/CockpitLAGG_3RD,com/maddox/il2/objects/air/LAGG_3RD,,player-capable-static,3DO/Plane/LaGG-3RD(Multi1)/hier.him,REVIEW,flight-model reference found; internal Buttons entry not yet verified
