<DGen:>		<*>

<RuBArmR>	<The bombers will attack advancing enemy tanks. Don't allow enemy fighters to intercept them. You are not given ground attack ordnance for this mission, however on your return trip you may descend and attack any soft targets of opportunity with your machine guns.\n>
<RuBArmR>	<The Forts are carpet bombing an SS Panzer Division that's been located in that area. Except very heavy flak over the target, so try to stay well above the bombers to keep out of harm's way. We have limited intelligence on the local enemy air strength, so we can't tell you much about what you will see there except the opposition should not be too heavy. Good luck!\n>
<RuBArmR>	<The B-17s are going to hit some German tanks concentrated in the area. As you can see there are several German airfields within a short flight from the target, so expect a constant progression of small formations of enemy fighters. The Germans favor now attacking the Fortresses from the front in a high-speed pass, so you may want to stay ahead of the bomber stream and intercept Jerries before they can slice through our bombers.\n>
<RuBArmR>	<German Panzers are a huge headache for our boys on the ground, and the B-17s are going to hit a large concentration of enemy tanks that's just been reported in the area. After the bombers drop their bombs, situation permitting you may leave them to come down and strafe some targets of opportunity. \n>

<RuBArmD>	<Our tanks are greatly superior to the laughable Shermans, but they're very vulnerable to air attack. Today you will sweep the skies over a tank columns and attempt to prevent enemy Jabos from operating there.\n>
<RuBArmD>	<Our tanks are constantly attacked from the air. Tank losses reach intolerable levels, so we're ordered to conduct a free hunt over a tank unit and engage any enemy palnes that show up.\n>
<RuBArmD>	<The Panzerwaffe is complaining about lack of air cover. In an example of stupid actionism, now all fighter units are condemned to patrol over individual tank units. Well, maybe we can score some kills today.\n>

<RuAArmR>	<Enemy armor is your primary target. Your search and destroy area is marked on your maps. Actively seek out any German tanks at low altitude, and do not get distracted by other targets unless absolutely necessary.\n>
<RuAArmR>	<Germans are concentrating their tanks in the area, and you'll most likely have the pleasure of fat juicy targets concentrated in small areas.\n>
<RuAArmR>	<A whole damn Panzer division fresh from the Eastern Front is reported to be moving through the area. Let's hope German clean-up crews like barbecue.\n>
<RuAArmR>	<An SS Panzer division equipped with the newest Tiger tanks is threatening to decimate our forces in the area. Remember, with each Tiger you destroy you will be saving the lives of at least two Sherman crews.\n>
<RuAArmR>	<German tanks will be your priority target. While we hold complete air superiority over the whole European Theater, on the ground the Germans with their Tigers and Panthers still have the edge over our tanks. Let's put our air supremacy to good use and deny the Germans any initiative on the ground.\n>
<RuAArmR>	<You'll be concentrating on German tanks. Remember that the armor is very thick on the latest German tanks. Attack them in a dive, strictly from the rear quarter to make sure your rockets and bombs have the chance of killing the tanks. Once all that is gone, use your machine gun ammunition on any targets of opportunity you may find, with priority given to flak guns.\n>

<RuAArmD>	<Since the American tanks are inferior to our own, the safest way for the enemy to destroy them is from the air. Therefore we're ordered to fly patrol over a marching tank unit and protect them from air attacks.\n>
<RuAArmD>	<Our tanks have turned out to be vulnerable against air attack. While they cannot destroy our tanks with their machineguns, the sheer number of bombs and rockets used it simply too much. We have to protect the comrades in the Tanks!\n>
<RuAArmD>	<A Tank unit is moving into position for a local counterattack. It's imperative they are allowed to move forward without being spotted and destroyed from the air. Fly patrol over them and prevent the enemy from stopping our counter attack before it has a chance to begin.\n>
<RuAArmD>	<The comrades from the Panzertruppe have recently suffered heavy losses from the air. In order to stop that you will patrol over a tank unit. The enemy must know by now the column is moving, so expect a sizeable Jabo force to show up. Hopefully they won't expect you to be there, so you can make some easy kills by attacking the heavily loaded Thunderbolts.\n>

<DeBArmD>	<The Jabos will attack advancing enemy tanks. Don't allow enemy fighters to intercept them. You are not given ground attack ordnance for this mission, however if the air opposition is light you may join the Jabos and help them clear the area of softer targets.\n>
<DeBArmD>	<Our Jabos will be bombing a large enemy tank unit that's been located in that area. Except very heavy flak over the target. We have limited intelligence on the local enemy air strength, but rest assured at least some enemy fighters will show up. Hopefully by staying fast and not loitering over the target area for too long you can avoid a large enemy force in the air. Good luck!\n>
<DeBArmD>	<We will escort a strike group hunting for enemy armor on road march. Be careful, this area is known to be patrolled by enemy aircraft. Protect the strike group at all costs!\n>
<DeBArmD>	<A Staffel of Jabos will do some Sherman-hunting today. The guys of that unit had high losses recently and today's strike is all they have left. Don't let them down and protect them.\n>
<DeBArmD>	<American tanks are a huge headache for our troops on the ground, and our Jabos are going to hit a large concentration of enemy tanks that's just been reported in the area. The enemy has not yet organized their air presence in the area, so you should not expect a high number of fighters to intercept today. Good luck!\n>

<DeBArmR>	<There have been a few skirmishes between our tanks and German panzers there yesterday, and knowing the area's importance we're sure the Germans are going to throw additional forces into the fighting. You are to patrol the sector and do your best to help our boys on the ground. Your primary objective is to protect them from the Luftwaffe. Your secondary objective is to make things a little more difficult for the Germans on the ground. Most importantly though, while doing the latter don't forget about the former. I won't be happy if you go around chasing staff cars while the Germans are freely roaming the skies in your sector.\n>
<DeBArmR>	<Today we are protecting our ground forces in the sector marked on your maps. Most of you have done this before, and I have confidence in you boys. Go get us another thank-you letter from a tank commander or two\n>
<DeBArmR>	<We need to protect our armored forces from enemy attacks. You can expect small to medium size groups of German planes, most likely FW-190s flown by bomber pilots. Don't get too happy though as you just might run into some fighter pilots too. Good luck out there, and come back with some kills!\n>

<DeAArmD>	<Our primary target for today is enemy Sherman tanks. Crappy tanks, yes, but there are just too many of them even for the superior German technology to deal with. The Shermans are poorly protected from air attacks, and you may even be able to temporarily knock some out of action with your guns. Good luck!\n>
<DeAArmD>	<We have credible reports of a large enemy tank force moving through there. Locate them and destroy as many of them as you can. Hals- und Beinbruch!\n>
<DeAArmD>	<Your objective today is destruction of enemy armor in that sector. As you can see you will be operating in the immediate vicinity of an Allied airfield housing both Thunderbolts and Mustangs, so make no more than two passes over the target and get out of there. Your experience, and your planes are too valuable to jeopordize for one or two extra Shermans. Good luck!\n>
<DeAArmD>	<Enemy tanks are advancing toward the frontline. There are simply too many of them for our ground troops to knock out, so we have to lend them a hand. Remember to drop your bombs with delayed fuse, or you can die for the Fatherland earlier than you might want!\n>
<DeAArmD>	<The Sherman tanks might not be up to our Panthers or Tigers, but there are just too many of them. Today, we will strike tanks moving up to the front. Go low and hit them hard!\n>
<DeAArmD>	<The Wehrmacht is having a hard time dealing with the sheer numbers of the Shermans opposing them in that sector. Hopefully you can make their lives a little easier by striking these miracles of American ingenuity from the air today. Remember to attack them from the rear in at least a 30-degree dive to maximize your chances of hitting them.\n>

<DeAArmR>	<Your primary objective today is to provide top cover for our advancing Shermans and protect them from any air attacks. Enemy air activity has been heavy recently, and there have been a few cases of the Luftwaffe strafing and bombing our troops. Don't make the mistake of becoming too comfortable. Keep your head on a swivel and be alert at all times!\n>
<DeAArmR>	<You will be supporting our tanks on the ground. While there is a chance of enemy aircraft attacking them, you should also look to help them on the ground and destroy enemy ground units opposing our Shermans\n>
<DeAArmR>	<Our tank crews have enough to worry about with the Tigers and Panthers. They could certainly do very well without the Luftwaffe over their heads. Your main goal for today is to keep the air over our tanks filled with nothing but Allied planes.\n>
<DeAArmR>	<As you probably know our tanks are taking quite a beating on the ground, and in today's situation every single tank is important to the war effort. Do your part and make sure no tanks are destroyed from the air.\n>

<RuBTownR>	<The bombers will be targeting industrial facilities producing parts for the Focke-Wulf fighters. You should also have plenty of chances to see some completed examples during the mission. Return them to the spare parts status.\n>
<RuBTownR>	<The bombers will be hitting a staging area for German troops traveling to the front line, and the nearby warehouses containing weapons and other supplies. It's a high priority target for the Germans, so keep your eyes peeled for enemy fighters and keep our losses down to the minimum.\n>
<RuBTownR>	<The bombers are hitting German troop barracks, which our intelligence indicates are being used to train flak crews. Let's hope they're not ready to graduate yet, as you'll have plenty to worry about from the Luftwaffe planes in the air.\n>
<RuBTownR>	<Targets for today are railroad stations in the city. Protect the bombers.\n>

<RuBTownD>	<The Americans are bombing this town almost daily. Conditions there are terrible and civilian casualties far outnumber any impact on our war machine. Remember, every bomber you shoot down saves many innocent lives on the ground!!\n>
<RuBTownD>	<The Amis are attempting to bomb the city again! Not that there is much to destroy there anymore, but they just keep on coming. Stay together, coordinate your attack and watch out for the escorts! \n>
<RuBTownD>	<The factories there are constantly bombed by the Amis. Today, the bomber stream is likely to return again. I know it takes guts to attack a flying fortress, but it's our duty. Let's get some of these roving murderes today, and avenge the deaths of our women and children on the ground!\n>
<RuBTownD>	<The Americans are returning to this city again. Keep close formation and attack together! And watch out for the escorts! Remember that your best chance to attack a formation of Boeings is to come in from the bomber's 12 or 1 o'clock low position. Good luck!\n>

<DeBTownD>	<The Kampfflieger are making a rare daylight appearance. They are attacking an apparent American headquarters in this town. Expect plenty of flak, and some air opposition too. Good luck!\n>
<DeBTownD>	<Today the Fliegerführer scheduled a massive bombing raid against that town. Just like the old times! Let's show those bastards that we still have the strength to fight, that our beloved Luftwaffe is still the best air force in the world. Make the Americans feel the same terror that our women and children feel every day looking up at the sky!\n>
<DeBTownD>	<The Kampfflieger will be bombing American supply depots there. Our intelligence on the enemy strength in the area is very limited. We will actually rely on you to provide good information on the enemy defences. Note flak positions along the way, and pay close attention to camouflage schemes on any enemy planes you encounter today. Good luck!\n>
<DeBTownD>	<Our bombers will strike a warehouse complex there, and some nearby houses that may be used to house rear echelon troops. Fighter opposition could be heavy, so be careful! Good luck.\n>

<DeBTownR>	<The Germans are bombing this city almost daily. It contains the HQ of an infantry division, and it is an important staging point for their operations. A lot of GIs come and go through the town, and many of them are killed before they ever see the front lines. You'll be protecting the city airspace today. The chance of seeing the Luftwaffe is very high.\n>
<DeBTownR>	<Lately there has been a lot of talk of new types of German fighters seen over this sector here. B-17s report fast-moving unidentified specs out in the distance. Your primary objective is to protect the airspace over the city from the Luftwaffe. However the HQ takes these reports so seriously that your secondary objective today is to investigate any unidentified fighters seen in your sector. Take some shots with your gun camera if you can. Hopefully that'll be in addition to the regular German planes you shoot down today. Good luck.\n>
<DeBTownR>	<We've just received reports of a German bomber force converging on the town. Take-off immediately, you can most likely make it there in time to still prevent some bombs from falling on the heads of our troops.\n>

<RuBAFR>	<The bombers will be hitting an airfield. It's a high priority target for the Germans, so you can expect serious opposition this time.\n>
<RuBAFR>	<Enemy air opposition is expected to be light. A German air base is the primary target today. After the bombers drop their load, swoop down and clean up the base of anything that remains.\n>
<RuBAFR>	<The bombers will be bombing the airfield where the famed JG26 is reportedly located. You can rest assured the Germans won't like that. In the likely event of heavy German presence in the air, stay with the bombers at all times. If the opposition is lighter than expected, flight leaders may decide to descend and strafe the airfield.\n>

<RuBAFD>	<This airfield has been carpet bombed twice just this week. The runway surface is easy to repair, but we're running out of places to hide our planes, and we can't afford to have any more of them destroyed on the ground. Patrol the most likely approach path for the bombers, and get at least some of them before they get through!\n>
<RuBAFD>	<This airfield has suffered repeated bombing raids recently. We have to try to break up any further bombing attempts. Remember to keep your speed up at all times! No sudden maneuvres, no slowing down for easier aiming! Spray the bomber stream like in the training films you've watched, attack in formation and your combined firepower should bring down some bombers. Good luck!\n>
<RuBAFD>	<We are going to patrol over the airfield there. The Americans have not attacked it for some time, so it's only natural that they should hit it today. We will give them a hot reception!\n>

<RuAAFD>	<This airfield has been carpet bombed twice just this week. The runway surface is easy to repair, but we're running out of places to hide our planes, and we can't afford to have any more of them destroyed on the ground. Patrol the most likely approach path for the bombers, and get at least some of them before they get through!\n>
<RuAAFD>	<This airfield has suffered repeated bombing raids recently. We have to try to break up any further bombing attempts. Remember to keep your speed up at all times! No sudden maneuvres, no slowing down for easier aiming! Spray the bomber stream like in the training films you've watched, attack in formation and your combined firepower should bring down some bombers. Good luck!\n>
<RuAAFD>	<We are going to patrol over the airfield there. The Americans have not attacked it for some time, so it's only natural that they should hit it today. We will give them a hot reception!\n>

<RuAAFR>	<Your target is the enemy airfield. It's one of a few Luftwaffe bases still operational in our area. You can of course expect heavy flak greeting you on the way there, so be alert and come home safe.\n>
<RuAAFR>	<We're hitting the Luftwaffe base in the area. Intelligence suggest you will find a mix of all sorts of planes parked around there, anything from obsolete bombers to the newest model fighters. No enemy opposition is expected, so take as long as you need to wipe them all out.\n>
<RuAAFR>	<Your primary target is the Luftwaffe airfield marked on your map. Heavy flak is expected, so locate and destroy all the guns first, and then take your sweet time with the parked planes. \n>

<DeBAFD>	<Today, a strike group will attack an enemy airfield. Extremely heavy flak and fighter opposition is to be expected at the target. Be extra careful and try to make some strafing runs on the flak positions if the situation allows it.\n>
<DeBAFD>	<In retaliation for our recent aircraft losses on the ground we are striking enemy airfields. Your target is reportedly the largest Jabos airfield in the area. Our bombers will need a heavy escort if they are to survive this one. So do your best to protect them from the air, and if there aren't too many Mustangs bothering you, make the lives even easier for the Jabos by attacking enemy flak positions. Good luck!\n>
<DeBAFD>	<Today, a group of our bombers will attack an enemy airfield. This is going to be a hornet's nest, so be prepared for the worst. Be extremely careful, keep your head on a swivel and remember that protecting the bombers is more important than scoring kills.\n>

<DeBAFR>	<Our mission today is of the highest importance. We're protecting our airfields. As most of you know, it's much easier to destroy a plane on the ground than in the air. Since nowadays the majority of Luftwaffe pilots are too poorly trained to shoot down a plane in the air, attacking our planes on the ground is their best chance of countering our air superiority. Don't take this the wrong way though and stay sharp! There are still plenty of good German pilots out there, so respect the enemy up until the moment you blow him up. Good luck.\n>
<DeBAFR>	<I know many of you are getting tired of ground attack and escort missions, and today you're finally getting a chance to meet the Luftwaffe in the air on your own terms. Our airfields here are of course a top priority target for the Krauts. They think they can score a few easy points by destroying our planes on the ground. But we're going to turn tables on them and meet them in the air in force, shooting them down before they ever have a chance to drop their bombs. Now go out there and score some kills gentlemen!\n>
<DeBAFR>	<As most of you who were not on furlough yesterday are aware, our airfield got a visit from a some brave little Kraut last night. He buzzed the field in his Focke Wulf, and apparently visited a couple of other bases in the area as well. We assume he was doing recon, and therefore expect a few more visits from the Luftwaffe today. You are to take off immediately and protect the airspace in the sector marked on your maps, especially focusing on this airfield here. Try to make sure we still have something to land on when your fuel runs out gentlemen.\n>

<DeAAFR>	<Our mission today is of the highest importance. We're protecting our airfields. As most of you know, it's much easier to destroy a plane on the ground than in the air. Since nowadays the majority of Luftwaffe pilots are too poorly trained to shoot down a plane in the air, attacking our planes on the ground is their best chance of countering our air superiority. Don't take this the wrong way though and stay sharp! There are still plenty of good German pilots out there, so respect the enemy up until the moment you blow him up. Good luck.\n>
<DeAAFR>	<I know many of you are getting tired of ground attack and escort missions, and today you're finally getting a chance to meet the Luftwaffe in the air on your own terms. Our airfields here are of course a top priority target for the Krauts. They think they can score a few easy points by destroying our planes on the ground. But we're going to turn tables on them and meet them in the air in force, shooting them down before they ever have a chance to drop their bombs. Now go out there and score some kills gentlemen!\n>
<DeAAFR>	<As most of you who were not on furlough yesterday are aware, our airfield got a visit from a some brave little Kraut last night. He buzzed the field in his Focke Wulf, and apparently visited a couple of other bases in the area as well. We assume he was doing recon, and therefore expect a few more visits from the Luftwaffe today. You are to take off immediately and protect the airspace in the sector marked on your maps, especially focusing on this airfield here. Try to make sure we still have something to land on when your fuel runs out gentlemen.\n>

<DeAAFD>	<It is payback time! Your target is the enemy airfield. It's one of the main American fighter bases operational in our area. You can of course expect heavy flak greeting you on the way there, so be alert at all times. Hit the flak positions first, then concentrated on parked planes and fuel dumps.\n>
<DeAAFD>	<We're hitting the American air base in the area! Aerial reconnaisance suggests that you will find a mix of all sorts of planes parked around there, anything from transport planes to Thunderbolts and Mustangs. Parked fighters are your primary target, with the second priority given to airfield infrastructure such as ATC towers and fuel dumps.\n>
<DeAAFD>	<Your primary target is the American airfield marked on your map. Heavy flak is expected, so locate and destroy all the guns first, and then take your time with the parked planes. \n>
<DeAAFD>	<Today we have an extraordinary mission: We will attack an enemy airfield! Flak and fighter opposition is going to be heavy, but we have to hit our target hard. Attack Flak emplacements first, then go for parked aircraft.\n>

<RuBBridgeR>	<The bombers' primary target for today is the important bridge used to transfer supplies to the front. After the bombers drop their bombs asses the situation in the air. If the bombers are not actively engaged by the Luftwaffe, drop down and search for targets of opportunity in the area. Good luck!\n>
<RuBBridgeR>	<The bombers will be hitting a very important bridge. Our recon flight that photographed it early this morning noticed a flight of four Focke-Wulf 190's near the bridge, so we have to assume the Germans are aware of its importance and have a standing patrol over it. Stay close to the bombers, and be in a position to respond to a high-speed attack from the front which will most likely be mounted. Good luck!\n>
<RuBBridgeR>	<The primary target for the bombers is this bridge right here. Most other bridges in the area are already out of action, so you will quite possibly encounter a lot of traffic going through the bridge. Its destruction should create a giant traffic jam, and present you with plenty of targets of opportunity stretching from the bridge Westwards. Good luck gentlemen!\n>

<RuBBridgeD>	<The enemy is likely to bomb this bridge, because it is a vital crossing point for our supply system. If the enemy attacks, watch out for the escort, but target bombers!\n>
<RuBBridgeD>	<The Americans have tried to bomb this bridge unsuccessfully yesterday. It is likely they will try again. We will be waiting for them!\n>
<RuBBridgeD>	<Bridges in the area are essential for success of our operations. Destroy any USAAF bomber that you see!\n>

<DeBBridgeR>	<In their desperate attempts to halt our advance, the Germans are understandably allocating all their available forces to denying us the means to continue to attack. One of the easiest things they can do now is to attack bridges. A single bomb dropped during a single sortie can seriously affect the supply situation, and therefore hamper our war efforts in a large sector for several days. You are therefore tasked with defending the bridges in the sector marked on your maps. Don't let the Germans destroy them.\n>
<DeBBridgeR>	<As most of the Western Europe is covered with a fine net of small rivers, bridges are extremely important to our war effort. Every single bridge is both a tactical and a strategic target for the Germans. Today you will be keeping the airspace over the sector marked on your maps clear of the German air force. Don't let the Krauts get through. Good luck.\n>
<DeBBridgeR>	<All bridges in this sector are of vital importance to everyone fighting there, both on the ground and in the air. The Germans have been launching sporadic raids all this week, and occasionally scoring good hits on the bridges here. So, unless you want the whole Corps of Engineers hating you, go out there and protect our bridges from the Luftwaffe.\n>

<DeBBridgeD>	<The Americans have managed to repair this bridge surprisingly fast. Our bombers are going to destroy it again and we fly escort!\n>
<DeBBridgeD>	<In order to interdict the enemy supply system, our bombers will attack this bridge. Since the enemy knows of its importance, fighter opposition is likely. Good luck!\n>
<DeBBridgeD>	<This key bridge will be hit by our bombers today. In face of enemy airpower, they need strong escort. Our task is to get the bombers there and back again safely!.\n>

<RuABridgeR>	<You'll be hitting the bridge marked on your map. It's located on a major route which the Germans use to throw their reinforcements at the front. By destroying the bridge you can make their logistics ever so difficult, and possibly delay the arrival of whole divisions to the front line for several crucial days.\n>
<RuABridgeR>	<Your target is the bridge marked on your map. After dropping your bombs, stay low and aggressively hunt any rail or highway traffic in the area.\n>
<RuABridgeR>	<You have to destroy the bridge marked on your map. It's absolutely crucial to the supply situation as it will effectively split the German forces in two, leaving a large chunk of their forward units without resupply for up to several days.\n>

<RuABridgeD>	<The bridge there has been attacked constantly for the past several days. It's destroyed again as soon as it's repaired, and the back roads are becoming jammed for many kilometers. Keep harassing the bombers all the way from their IP to target, make it more difficult for them to aim accurately. Good luck! \n>
<RuABridgeD>	<This bridge is absolutely vital for the supplies of the front in that region. It must be protected at all costs! We expect a sizeable enemy force to arrive there within a short while, so be prepared for a hard fight. Good luck Kameraden!\n>
<RuABridgeD>	<The bridge there has already been attacked twice in the last five days. This time we will protect it from further damage! Watch out for the escorts and single out bomb carrying aircraft.\n>

<DeABridgeR>	<Our bombers have destroyed most of the bridges in the area before our advance, so all the bridges that are left intact became red hot real estate. Patrol the bridges in your sector and make sure the Krauts can't get to them.\n>
<DeABridgeR>	<The enemy's been trying to hit this bridge for several days now. It's one of the few bridges left still intact in the area, so we must protect it at all costs.\n>
<DeABridgeR>	<Bridges in this sector are crucial for our supply operations. Krauts know this, and that's why they've been sending aircraft out to bomb them almost daily. We don't expect them to stop today, so keep your eyes peeled and stop the Germans before they have a chance to hit the bridge.\n>

<DeABridgeD>	<This bridge fell into enemy hands intact. It's located on a major route which the Americans can use to moutn a major offensive. By destroying the bridge you can make their lives a little harder, and hopefully allow our troops in the back to fortify the positions enough to make any further advances impossible.\n>
<DeABridgeD>	<Your target is the bridge marked on your map. It's absolutely crucial to the supply situation as it will effectively split the American forces in two, leaving a large chunk of their forward units without resupply for up to several days.\n>
<DeABridgeD>	<Our retreating forces blew up that bridge, but apparently the enemy has repaired it. We have to blow it up again. Be on the lookout for fighters, and watch our for flak! Hals- und Beinbruch!\n>

<RuParaR>	<That is all, good luck!\n>
<RuParaD>	<We will fly free hunt there. Destroy any American plane that you see.\n>
<DeParaR>	<We have very little idea of the actual enemy strength you might encounter in the area. We do believe however we're sending enough planes to counter anything the Luftwaffe might put up in the air.\n>
<DeParaD>	<Our Fallschirmjäger are making a small scale raid on that objective. Protect them from fighters!\n>

<RuReconR>	<That is all, good luck!\n>
<RuReconD>	<We fly free hunt there, be ready to destroy any American plane that you see.\n>
<DeReconR>	<Again, we're facing hectic resistance from the Luftwaffe. You might encounter anything from a single high-speed recon plane to a considerable fighter-bomber force, possibly also protected by fighters. Even if you do meet a large number of enemy planes, remember - you have better planes and far superior training. Good luck to all of you!\n>
<DeReconD>	<A reconnaissance plane is conducting a flight over that target. During recent days, we lost too many planes on such missions, so this one will be escorted by us.\n>

<RuDeAirRD>	<The main goal for today is control over city's airspace. We have very little idea of the actual enemy strength you might encounter in the area. We do believe however we're sending enough planes to counter anything the enemy might put up in the air.\n>
<RuDeAirRD>	<Your task for today is simple: keep the enemy planes out of that airspace. Good visibility is reported at your assigned altitude, so stay fast and do some damage today.\n>
<RuDeAirRD>	<This area is just one of several high profile targets the enemy may attack, but considering their activity from the past several days I think your chances of seeing enemy planes are pretty high. However whether they'll be fighters, Jabos or bombers is anyone's guess. Good luck!\n>
<RuDeAirRD>	<You are to patrol your assigned airspace and make sure the enemy can't get through to attack targets below or behind you. Good luck today!\n>
<RuDeAirRD>	<We're facing hectic activity from the enemy. You might encounter anything from a single high-speed recon plane to a considerable fighter-bomber force protected by fighters. Even if you do meet a large number of enemy planes, remember - you have better planes and far superior training. Good luck to all of you!\n>

<RuBalloon>	<A German observation balloon is directing enemy artillery fire in this sector. If we could destroy it, the effectiveness of enemy artillery would be severely weakened. Locate it and shoot it down!\n>
<DeBalloon>	<A balloon is guiding the fire of our artillery in this sector. The Americans have surely spotted it and will most likely try to shoot it down. Patrol over the balloon and intercept any American fighter trying to attack it.\n>

//<Retrn>		<After some much needed R & R your squadron is back in action...\n>

<Retrn>		< >




	--------------------------------------------------------------------------------------------
	The following messages are for pilot's logbook
	--------------------------------------------------------------------------------------------

<logTransfer>			<Transferred from %s to %s>
<logAttackSoft> 			<Ground attack near %s>
<logCAP> 			<Close air patrol in the %s area>
<logCAPB> 			<Close air patrol>
<logDDayCAS>		<Supporting the invasion>
<logAttackCon> 			<Attacked an airfield in construction>
<logDefendCon> 			<Defended an airfield in construction>
<logPatrolTown> 			<Protected %s air space>
<logEscortBomb> 			<Bomber escort to %s>
<logAttackArmor> 			<Attacked enemy armor near %s>
<logDefendArmor> 			<Close air support in the %s area>
<logAttackAF> 			<Attacked %s airfield>
<logDefendAF> 			<Defended airspace over %s airfield>
<logEscortPara> 			<Paradrop at %s>
<logAttackBridge> 			<Attacked bridge in the %s area>
<logDefendBridge> 			<Protected bridges near %s>
<logFreeHunt> 			<Free Hunt>
<logEscortRecon> 			<Escorted recon plane to %s>
<logAttackShips> 			<Attacked enemy shipping>
<logDefendShips> 			<Protected our shipping>
<logAttackArtillery> 			<Attacked enemy artillery positions>
<logScramble> 				<Scramble>
<logBailed> 				<Bailed out %s>			// W of Smolensk
<logKill> 					<Claimed %s shot down %s>		// Me-262 over Berlin
<logCrashed> 				<Crashed %s>			// SW of Kursk
<logLandedAF> 				<Landed at %s airfield>// Pitomnik
<logLanded> 				<Crash landed in a field>

<logAttackAF>				<Attacked %s airfield> // Krasnoe
<logTank>                   <Destroyed enemy tank %s> // S of Pushkin  
<logShip>					<Destroyed enemy ship %s>
<logArtillery>				<Attacked enemy artillery positions %s>
<logColumn>					<Attacked enemy transport column %s>
<logTrain>					<Attacked enemy train %s> 
<logBridge>					<Destroyed bridge %s>
<logTroops>					<Attacked enemy troops %s>
<dirIn> 					<in>

<dirOver> 					<over>
<dirW> 						<W of>
<dirNW> 					<NW of>
<dirN> 						<N of>
<dirNE> 					<NE of>
<dirE> 						<E of>
<dirSE> 					<SE of>
<dirS> 						<S of>
<dirSW> 					<SW of>

	--------------------------------------------------------------------------------------------
	The following messages are for pilot's personal files
	--------------------------------------------------------------------------------------------

<rstJoined> 		<joined the squadron>
<rstPromoted> 		<promoted to %s>
<rstAwarded> 		<awarded %s>

<rstTransferedDe> 		<transferred to Flight School>
<rstTransferedDe> 		<transferred to Norway>
<rstTransferedDe> 		<transferred to the Eastern Front>
<rstTransferedDe> 		<transferred to Erprobungstelle Rechlin>


<rstTransferedRu> 		<transferred to the Navy>
<rstTransferedRu> 		<transferred to flight school>

<rstHospitalize> 		<wounded and hospitalized   >
<rstReunitedDe> 		<returned to the squadron>
<rstReunitedRu> 		<returned to the squadron>

<rstKilled> 				<killed in action near %s>
<rstMissed> 				<missing in action near %s>

<awdR1>			<Air Medal>
<awdR2>			<Bronze Star>
<awdR3> 		<Distinguished Flying Cross >
<awdR4> 		<Legion of Merit>
<awdR5> 		<Silver Star>
<awdR6> 		<Distinguished Service Cross>
<awdR7> 		<Congressional Medal of Honor>
<awdR8> 		<Congressional Medal of Honor>

<awdD1> 		<Iron Cross, 2nd class>
<awdD2> 		<Iron Cross, 1st class>
<awdD3> 		<German Cross in Gold>
<awdD4> 		<Knight's Cross>
<awdD5> 		<Oak Leaves to the Knight's Cross>
<awdD6> 		<Swords to the Knight's Cross with Oak Leaves>
<awdD7> 		<Diamonds to the Knight's Cross with Oak Leaves and Swords >
<awdD8> 		<Golden Oak Leaves, Swords and Diamonds to the Knight's Cross>

<Clear>  		<Clear>
<Good>			<3/10>
<Hazy> 			<7/10>
<Poor>			<10/10>
<Blind>			<0 Visibility, 10/10>
<Rain>			<Rain, 10/10>
<Thunderstorm>		<Thunderstorm, 10/10>
<Snowstorm>		<Snowstorm, 10/10>

	--------------------------------------------------------------------------------------------
	Please do not translate words Name and Description - they are used by IL2
	--------------------------------------------------------------------------------------------
<nSHR> 		<DGen mission\n>
<nHDR> 		<Name Mission %s\n>
<hWthRep>	<Description %s\n%s %02.2d%02.2d hours\nWeather: %s clouds at %ld m\n> 
<hWthRepi>	<Description %s\n%s %02.2d%02.2d hours\nWeather: %s clouds at %ld,%03ld ft\n> 
<hShortRuB>	<Bomber. %s, '4%d>
<hShortRuF>	<Fighter. %s, '4%d>
<hShortDeB>	<Bomber. %s, '4%d>
<hShortDeF>	<Fighter. %s, '4%d>

<hLongRuB>	<Description Dynamic campaign for American bomber pilot. %s, 194%d>
<hLongRuF>	<Description Dynamic campaign for American fighter pilot. %s, 194%d>
<hLongDeB>	<Description Dynamic campaign for German bomber pilot. %s, 194%d>
<hLongDeF>	<Description Dynamic campaign for German fighter pilot. %s, 194%d>

<hLastRep>	<Description Description The war is over. You survived.\n> 

<YOURGROUP>	<\nYour group:\n\n>
<YOURKILLS>	<\nYour kills:\n\n>

<VICTORY>	<%s %s: %d kill %s\n>
<VICTORIES>	<%s %s: %d kills %s\n>

<hROUTEi>	<\nDistance to target: %d NM\nFlight Altitude: %ld,%03ld ft\n>
<hROUTE>	<\nDistance to target: %d km\nFlight Altitude: %d m\n>

<TOWNLIB> 	<News Bulletin:\n\nOur forces have captured  %s!>
<TOWNLIB> 	<News from the Front:\n\nOur tanks have just taken  %s!>
<TOWNLIB> 	<Latest News:\n\nWe've just heard on the radio that our forces now control %s!> 
<AND> 		< and > 
<TOWNLOST> 	<Sad news from the Front:\n\n%s has been taken earlier today>
<TOWNLOST> 	<News Bulletin:\n\nThe enemy captured %s> 
<TOWNLOST> 	<Latest News:\n\nAfter heavy fighting our troops had to retreat from %s> 


	--------------------------------------------------------------------------------------------
	Plane names to appear in briefings
	--------------------------------------------------------------------------------------------

<IL_2T>			<IL-2T>
<PE_2SERIES1>		<Pe-2>
<PE_2SERIES84>		<Pe-2>
<PE_2SERIES110>		<Pe-2>
