<DGen:>		<*>

<DeAAFR>	<Our mission today is of the highest importance. We're protecting our airfields. As most of you know, it's much easier to destroy a plane on the ground than in the air. Since nowadays the majority of Luftwaffe pilots are too poorly trained to shoot down a plane in the air, attacking our planes on the ground is their best chance of countering our air superiority. Don't take this the wrong way though and stay sharp! There are still plenty of good German pilots out there, so respect the enemy up until the moment you blow him up. Good luck.\n>
<DeAAFR>	<I know many of you are getting tired of ground attack and escort missions, and today you're finally getting a chance to meet the Luftwaffe in the air on your own terms. Our airfields here are of course a top priority target for the Krauts. They think they can score a few easy points by destroying our planes on the ground. But we're going to turn tables on them and meet them in the air in force, shooting them down before they ever have a chance to drop their bombs. Now go out there and score some kills gentlemen!\n>
<DeAAFR>	<As most of you who were not on furlough yesterday are aware, our airfield got a visit from a some brave little Kraut last night. He buzzed the field in his Focke Wulf, and apparently visited a couple of other bases in the area as well. We assume he was doing recon, and therefore expect a few more visits from the Luftwaffe today. You are to take off immediately and protect the airspace in the sector marked on your maps, especially focusing on this airfield here. Try to make sure we still have something to land on when your fuel runs out gentlemen.\n>

<DeAAFD>	<It is payback time! Your target is the enemy airfield. It's one of the main American fighter bases operational in our area. You can of course expect heavy flak greeting you on the way there, so be alert at all times. Hit the flak positions first, then concentrated on parked planes and fuel dumps.\n>
<DeAAFD>	<We're hitting the American air base in the area! Aerial reconnaisance suggests that you will find a mix of all sorts of planes parked around there, anything from transport planes to Thunderbolts and Mustangs. Parked fighters are your primary target, with the second priority given to airfield infrastructure such as ATC towers and fuel dumps.\n>
<DeAAFD>	<Your primary target is the American airfield marked on your map. Heavy flak is expected, so locate and destroy all the guns first, and then take your time with the parked planes. \n>
<DeAAFD>	<Today we have an extraordinary mission: We will attack an enemy airfield! Flak and fighter opposition is going to be heavy, but we have to hit our target hard. Attack Flak emplacements first, then go for parked aircraft.\n>

<RuBBridgeR>	<The bombers' primary target for today is the important bridge used to transfer supplies to the front. After the bombers drop their bombs asses the situation in the air. If the bombers are not actively engaged by the Luftwaffe, drop down and search for targets of opportunity in the area. Good luck!\n>
<RuBBridgeR>	<The bombers will be hitting a very important bridge. Our recon flight that photographed it early this morning noticed a flight of four Focke-Wulf 190's near the bridge, so we have to assume the Germans are aware of its importance and have a standing patrol over it. Stay close to the bombers, and be in a position to respond to a high-speed attack from the front which will most likely be mounted. Good luck!\n>
<RuBBridgeR>	<The primary target for the bombers is this bridge right here. Most other bridges in the area are already out of action, so you will quite possibly encounter a lot of traffic going through the bridge. Its destruction should create a giant traffic jam, and present you with plenty of targets of opportunity stretching from the bridge Westwards. Good luck gentlemen!\n>

<RuBBridgeD>	<The enemy is likely to bomb this bridge, because it is a vital crossing point for our supply system. If the enemy attacks, watch out for the escort, but target bombers!\n>
<RuBBridgeD>	<The Americans have tried to bomb this bridge unsuccessfully yesterday. It is likely they will try again. We will be waiting for them!\n>
<RuBBridgeD>	<Bridges in the area are essential for success of our operations. Destroy any USAAF bomber that you see!\n>

<DeBBridgeR>	<In their desperate attempts to halt our advance, the Germans are understandably allocating all their available forces to denying us the means to continue to attack. One of the easiest things they can do now is to attack bridges. A single bomb dropped during a single sortie can seriously affect the supply situation, and therefore hamper our war efforts in a large sector for several days. You are therefore tasked with defending the bridges in the sector marked on your maps. Don't let the Germans destroy them.\n>
<DeBBridgeR>	<As most of the Western Europe is covered with a fine net of small rivers, bridges are extremely important to our war effort. Every single bridge is both a tactical and a strategic target for the Germans. Today you will be keeping the airspace over the sector marked on your maps clear of the German air force. Don't let the Krauts get through. Good luck.\n>
<DeBBridgeR>	<All bridges in this sector are of vital importance to everyone fighting there, both on the ground and in the air. The Germans have been launching sporadic raids all this week, and occasionally scoring good hits on the bridges here. So, unless you want the whole Corps of Engineers hating you, go out there and protect our bridges from the Luftwaffe.\n>

<DeBBridgeD>	<The Americans have managed to repair this bridge surprisingly fast. Our bombers are going to destroy it again and we fly escort!\n>
<DeBBridgeD>	<In order to interdict the enemy supply system, our bombers will attack this bridge. Since the enemy knows of its importance, fighter opposition is likely. Good luck!\n>
<DeBBridgeD>	<This key bridge will be hit by our bombers today. In face of enemy airpower, they need strong escort. Our task is to get the bombers there and back again safely!.\n>

<RuABridgeR>	<You'll be hitting the bridge marked on your map. It's located on a major route which the Germans use to throw their reinforcements at the front. By destroying the bridge you can make their logistics ever so difficult, and possibly delay the arrival of whole divisions to the front line for several crucial days.\n>
<RuABridgeR>	<Your target is the bridge marked on your map. After dropping your bombs, stay low and aggressively hunt any rail or highway traffic in the area.\n>
<RuABridgeR>	<You have to destroy the bridge marked on your map. It's absolutely crucial to the supply situation as it will effectively split the German forces in two, leaving a large chunk of their forward units without resupply for up to several days.\n>

<RuABridgeD>	<The bridge there has been attacked constantly for the past several days. It's destroyed again as soon as it's repaired, and the back roads are becoming jammed for many kilometers. Keep harassing the bombers all the way from their IP to target, make it more difficult for them to aim accurately. Good luck! \n>
<RuABridgeD>	<This bridge is absolutely vital for the supplies of the front in that region. It must be protected at all costs! We expect a sizeable enemy force to arrive there within a short while, so be prepared for a hard fight. Good luck Kameraden!\n>
<RuABridgeD>	<The bridge there has already been attacked twice in the last five days. This time we will protect it from further damage! Watch out for the escorts and single out bomb carrying aircraft.\n>

<DeABridgeR>	<Our bombers have destroyed most of the bridges in the area before our advance, so all the bridges that are left intact became red hot real estate. Patrol the bridges in your sector and make sure the Krauts can't get to them.\n>
<DeABridgeR>	<The enemy's been trying to hit this bridge for several days now. It's one of the few bridges left still intact in the area, so we must protect it at all costs.\n>
<DeABridgeR>	<Bridges in this sector are crucial for our supply operations. Krauts know this, and that's why they've been sending aircraft out to bomb them almost daily. We don't expect them to stop today, so keep your eyes peeled and stop the Germans before they have a chance to hit the bridge.\n>

<DeABridgeD>	<This bridge fell into enemy hands intact. It's located on a major route which the Americans can use to moutn a major offensive. By destroying the bridge you can make their lives a little harder, and hopefully allow our troops in the back to fortify the positions enough to make any further advances impossible.\n>
<DeABridgeD>	<Your target is the bridge marked on your map. It's absolutely crucial to the supply situation as it will effectively split the American forces in two, leaving a large chunk of their forward units without resupply for up to several days.\n>
<DeABridgeD>	<Our retreating forces blew up that bridge, but apparently the enemy has repaired it. We have to blow it up again. Be on the lookout for fighters, and watch our for flak! Hals- und Beinbruch!\n>

<RuParaR>	<That is all, good luck!\n>
<RuParaD>	<We will fly free hunt there. Destroy any American plane that you see.\n>
<DeParaR>	<We have very little idea of the actual enemy strength you might encounter in the area. We do believe however we're sending enough planes to counter anything the Luftwaffe might put up in the air.\n>
<DeParaD>	<Our Fallschirmjäger are making a small scale raid on that objective. Protect them from fighters!\n>

<RuReconR>	<That is all, good luck!\n>
<RuReconD>	<We fly free hunt there, be ready to destroy any American plane that you see.\n>
<DeReconR>	<Again, we're facing hectic resistance from the Luftwaffe. You might encounter anything from a single high-speed recon plane to a considerable fighter-bomber force, possibly also protected by fighters. Even if you do meet a large number of enemy planes, remember - you have better planes and far superior training. Good luck to all of you!\n>
<DeReconD>	<A reconnaissance plane is conducting a flight over that target. During recent days, we lost too many planes on such missions, so this one will be escorted by us.\n>

<RuDeAirRD>	<The main goal for today is control over city's airspace. We have very little idea of the actual enemy strength you might encounter in the area. We do believe however we're sending enough planes to counter anything the enemy might put up in the air.\n>
<RuDeAirRD>	<Your task for today is simple: keep the enemy planes out of that airspace. Good visibility is reported at your assigned altitude, so stay fast and do some damage today.\n>
<RuDeAirRD>	<This area is just one of several high profile targets the enemy may attack, but considering their activity from the past several days I think your chances of seeing enemy planes are pretty high. However whether they'll be fighters, Jabos or bombers is anyone's guess. Good luck!\n>
<RuDeAirRD>	<You are to patrol your assigned airspace and make sure the enemy can't get through to attack targets below or behind you. Good luck today!\n>
<RuDeAirRD>	<We're facing hectic activity from the enemy. You might encounter anything from a single high-speed recon plane to a considerable fighter-bomber force protected by fighters. Even if you do meet a large number of enemy planes, remember - you have better planes and far superior training. Good luck to all of you!\n>

<RuBalloon>	<A German observation balloon is directing enemy artillery fire in this sector. If we could destroy it, the effectiveness of enemy artillery would be severely weakened. Locate it and shoot it down!\n>
<DeBalloon>	<A balloon is guiding the fire of our artillery in this sector. The Americans have surely spotted it and will most likely try to shoot it down. Patrol over the balloon and intercept any American fighter trying to attack it.\n>

//<Retrn>		<After some much needed R & R your squadron is back in action...\n>

<Retrn>		< >




	--------------------------------------------------------------------------------------------
	The following messages are for pilot's logbook
	--------------------------------------------------------------------------------------------

<logTransfer>			<Transferred from %s to %s>
<logAttackSoft> 			<Ground attack near %s>
<logCAP> 			<Close air patrol in the %s area>
<logCAPB> 			<Close air patrol>
<logDDayCAS>		<Supporting the invasion>
<logAttackCon> 			<Attacked an airfield in construction>
<logDefendCon> 			<Defended an airfield in construction>
<logPatrolTown> 			<Protected %s air space>
<logEscortBomb> 			<Bomber escort to %s>
<logAttackArmor> 			<Attacked enemy armor near %s>
<logDefendArmor> 			<Close air support in the %s area>
<logAttackAF> 			<Attacked %s airfield>
<logDefendAF> 			<Defended airspace over %s airfield>
<logEscortPara> 			<Paradrop at %s>
<logAttackBridge> 			<Attacked bridge in the %s area>
<logDefendBridge> 			<Protected bridges near %s>
<logFreeHunt> 			<Free Hunt>
<logEscortRecon> 			<Escorted recon plane to %s>
<logAttackShips> 			<Attacked enemy shipping>
<logDefendShips> 			<Protected our shipping>
<logAttackArtillery> 			<Attacked enemy artillery positions>
<logScramble> 				<Scramble>
<logBailed> 				<Bailed out %s>			// W of Smolensk
<logKill> 					<Claimed %s shot down %s>		// Me-262 over Berlin
<logCrashed> 				<Crashed %s>			// SW of Kursk
<logLandedAF> 				<Landed at %s airfield>// Pitomnik
<logLanded> 				<Crash landed in a field>

<logAttackAF>				<Attacked %s airfield> // Krasnoe
<logTank>                   <Destroyed enemy tank %s> // S of Pushkin  
<logShip>					<Destroyed enemy ship %s>
<logArtillery>				<Attacked enemy artillery positions %s>
<logColumn>					<Attacked enemy transport column %s>
<logTrain>					<Attacked enemy train %s> 
<logBridge>					<Destroyed bridge %s>
<logTroops>					<Attacked enemy troops %s>
<dirIn> 					<in>

<dirOver> 					<over>
<dirW> 						<W of>
<dirNW> 					<NW of>
<dirN> 						<N of>
<dirNE> 					<NE of>
<dirE> 						<E of>
<dirSE> 					<SE of>
<dirS> 						<S of>
<dirSW> 					<SW of>

	--------------------------------------------------------------------------------------------
	The following messages are for pilot's personal files
	--------------------------------------------------------------------------------------------

<rstJoined> 		<joined the squadron>
<rstPromoted> 		<promoted to %s>
<rstAwarded> 		<awarded %s>

<rstTransferedDe> 		<transferred to Flight School>
<rstTransferedDe> 		<transferred to Norway>
<rstTransferedDe> 		<transferred to the Eastern Front>
<rstTransferedDe> 		<transferred to Erprobungstelle Rechlin>


<rstTransferedRu> 		<transferred to the Navy>
<rstTransferedRu> 		<transferred to flight school>

<rstHospitalize> 		<wounded and hospitalized   >
<rstReunitedDe> 		<returned to the squadron>
<rstReunitedRu> 		<returned to the squadron>

<rstKilled> 				<killed in action near %s>
<rstMissed> 				<missing in action near %s>

<awdR1> 		<Croix de Guerre>
<awdR2> 		<Croix de Guerre avec palme de bronze>
<awdR3> 		<Croix de Guerre avec palme d'argent>
<awdR4> 		<Croix de Guerre avec palme d'or> 
<awdR5> 		<Croix de Guerre avec \u00E9toile de bronze>
<awdR6> 		<Croix de Guerre avec \u00E9toile d'argent>
<awdR7> 		<Croix de la Lib\u00E9ration>
<awdR8> 		<L\u00E9gion d'Honneur>

<awdD1> 		<Iron Cross, 2nd class>
<awdD2> 		<Iron Cross, 1st class>
<awdD3> 		<German Cross in Gold>
<awdD4> 		<Knight's Cross>
<awdD5> 		<Oak Leaves to the Knight's Cross>
<awdD6> 		<Swords to the Knight's Cross with Oak Leaves>
<awdD7> 		<Diamonds to the Knight's Cross with Oak Leaves and Swords >
<awdD8> 		<Golden Oak Leaves, Swords and Diamonds to the Knight's Cross>

<Clear>  		<Clear>
<Good>			<3/10>
<Hazy> 			<7/10>
<Poor>			<10/10>
<Blind>			<0 Visibility, 10/10>
<Rain>			<Rain, 10/10>
<Thunderstorm>		<Thunderstorm, 10/10>
<Snowstorm>		<Snowstorm, 10/10>

	--------------------------------------------------------------------------------------------
	Please do not translate words Name and Description - they are used by IL2
	--------------------------------------------------------------------------------------------
<nSHR> 		<DGen mission\n>
<nHDR> 		<Name Mission %s\n>
<hWthRep>	<Description %s\n%s %02.2d%02.2d hours\nWeather: %s clouds at %ld m\n> 
<hWthRepi>	<Description %s\n%s %02.2d%02.2d hours\nWeather: %s clouds at %ld,%03ld ft\n> 
<hShortRuB>	<Bomber. %s, '4%d>
<hShortRuF>	<Fighter. %s, '4%d>
<hShortDeB>	<Bomber. %s, '4%d>
<hShortDeF>	<Fighter. %s, '4%d>

<hLongRuB>	<Description Dynamic campaign for American bomber pilot. %s, 194%d>
<hLongRuF>	<Description Dynamic campaign for American fighter pilot. %s, 194%d>
<hLongDeB>	<Description Dynamic campaign for German bomber pilot. %s, 194%d>
<hLongDeF>	<Description Dynamic campaign for German fighter pilot. %s, 194%d>

<hLastRep>	<Description Description The war is over. You survived.\n> 

<YOURGROUP>	<\nYour group:\n\n>
<YOURKILLS>	<\nYour kills:\n\n>

<VICTORY>	<%s %s: %d kill %s\n>
<VICTORIES>	<%s %s: %d kills %s\n>

<hROUTEi>	<\nDistance to target: %d NM\nFlight Altitude: %ld,%03ld ft\n>
<hROUTE>	<\nDistance to target: %d km\nFlight Altitude: %d m\n>

<TOWNLIB> 	<News Bulletin:\n\nOur forces have captured  %s!>
<TOWNLIB> 	<News from the Front:\n\nOur tanks have just taken  %s!>
<TOWNLIB> 	<Latest News:\n\nWe've just heard on the radio that our forces now control %s!> 
<AND> 		< and > 
<TOWNLOST> 	<Sad news from the Front:\n\n%s has been taken earlier today>
<TOWNLOST> 	<News Bulletin:\n\nThe enemy captured %s> 
<TOWNLOST> 	<Latest News:\n\nAfter heavy fighting our troops had to retreat from %s> 


	--------------------------------------------------------------------------------------------
	Plane names to appear in briefings
	--------------------------------------------------------------------------------------------

<SB_2M100A>		<Glenn-Martin 167F>
<SB_2M103>		<Glenn-Martin 167F>
<SB_2M103Fr>		<Glenn-Martin 167F>
<KI_100_IKO> 		<Bloch MB-152>
<SBD5Fr> 		<NA-57>
<KI_27_KO>		<Fokker D-XXI>
<P_36A3de>		<Curtiss Hawk>
<P_36A4de>		<Curtiss Hawk>
<P_36A3Fr>		<Curtiss H-75>
<P_36A4Fr>		<Curtiss H-75>
<TB_3_4M_17> 		<Farman 221>
<TB_3_4M_34R>		<Amiot 143>	
<BF_110C4>		<BF-110C4>
<BF_110C4B>		<BF-110C4B>
<BF_110G2>		<BF-110G2>
<BF_110C4Fr>		<Potez 630>
<BF_110C4BFr>		<Potez 631>
<BF_110G2Fr>		<Potez 630>
<LA_5Fr>		<Bloch MB-152>
<LAGG_3SERIES4>		<Dewoitine D-520>
<LAGG_3SERIES4Fr>       <Dewoitine D-520>
<JU_87B2>		<Ju-87B2>
<JU_87B2Fr>		<Loire-Nieuport LN-401>
<PE_2SERIES1Fr>		<Potez 631>
<PE_3BIS>		<Potez 633>
<BF_109E4>		<BF-109E3>
<BF_109E4B>		<BF-109E4>
<MS406Fr> 		<Morane MS-406>
<MS410Fr> 		<Morane MS-406>
<B5N2>                  <Fairey Battle I>
<G4M1_11>               <Wellington I>
<CR_42de>               <Hs123A-1>
<CR_42>                 <Fiat CR-42>
<C_47Fr>                <Bloch MB-220>
<PE_3BISFr>	        <Potez 631>
<PE_8GB>	        <Stirling I>
<F2A_B239>              <Buffalo I>
<F2A2>                 	<Buffalo I>
<MBR_2AM34Fr>		<Loire 130>
<H8K1>			<Sunderland>
<PBN1>			<Catalina>
<PE_2SERIES84>		<Dornier 17>

<IL_2T>		<IL-2T>
<PE_2SERIES1>	<Pe-2>
<PE_2SERIES84>	<Pe-2>
<PE_2SERIES110>		<Pe-2>
<PE_2SERIES359>		<Pe-2>
<PE_3SERIES1>	<Pe-3>
<PE_3BIS>	<Pe-3 bis>
<TU_2S>		<Tu-2S>
<PE_8>	<Pe-8>
<JU_87B2>	<Ju-87B2>
<JU_87D3>	<Ju-87D3>
<JU_87D5>	<Ju-87D5>
<JU_87G1>	<Ju-87G1>
<JU_52_3MG4E>	<Ju-52 3MG4E>
<LI_2>	<Li-2>
<IL_2_1940Early>	<IL-2>
<IL_2_1940Late>		<IL-2>
<IL_2_1941Early>	<IL-2>
<IL_2_1941Late>		<IL-2>
<IL_2MEarly>	<IL-2M>
<IL_2MLate>		<IL-2M>
<IL_2Type3>		<IL-2 Type 3>
<IL_2Type3M>	<IL-2 Type 3M>
<I_153_M62>		<I-153/M62>
<I_153P>	<I-153P>
<I_16TYPE24>	<I-16>
<I_16TYPE18>	<I-16>
<LA_7>	<LA-7>
<P_39D1>	<P-39D1 Airacobra>
<P_39D2>	<P-39D2 Airacobra>
<P_39N>		<P-39N Airacobra>
<P_39Q1>	<P-39Q1 Airacobra>
<P_39Q10>	<P-39Q10 Airacobra>
<LAGG_3SERIES4>		<LaGG-3 S4>
<LAGG_3IT>	<LaGG-3IT>
<LAGG_3SERIES66>	<LaGG-3 S66>
<LA_5FN>	<La-5FN>
<MIG_3EARLY>	<MiG-3>
<MIG_3UD>	<MiG-3UD>
<MIG_3U>	<MiG-3U>
<MIG_3UB>	<MiG-3UB>
<MIG_3AM38>		<MiG-3AM38>
<MIG_3SHVAK>	<MiG-3 ShVAK>
<YAK_1>		<Yak-1>
<YAK_1B>	<Yak-1B>
<YAK_7B>	<Yak-7B>
<YAK_3>		<Yak-3>
<YAK_9>		<Yak-9>
<YAK_9D>	<Yak-9D>
<YAK_9K>	<Yak-9K>
<YAK_9T>	<Yak-9T>
<YAK_9U>	<Yak-9U>
<R_10>	<R-10>
<U_2VS>		<U-2VS>
<BF_109E4>	<BF-109E4>
<BF_109E4B>		<BF-109E4B>
<BF_109E7>	<BF-109E7>
<BF_109E7NZ>	<BF-109E7>
<BF_109F2>	<BF-109F2>
<BF_109F4>	<BF-109F4>
<BF_109G2>	<BF-109G2>
<BF_109G6>	<BF-109G6>
<BF_109G6Late>	<BF-109G6>
<BF_109G6AS>	<BF-109G6>
<FW_189A2>	<FW-189A2>
<FW_190A4>	<FW-190A4>
<FW_190A5>	<FW-190A5>
<FW_190A8>	<FW-190A8>
<FW_190D9>	<FW-190D9>
<FW_190D9LATE>	<FW-190D9>
<BF_109E4us>	<Me-109>
<BF_109E4Bus>	<Me-109>
<BF_109E7us>	<Me-109>
<BF_109E7NZus>	<Me-109>
<BF_109F2us>	<Me-109>
<BF_109F4us>	<Me-109>
<BF_109G2us>	<Me-109>
<BF_109G6us>	<Me-109>
<BF_109G10us>	<Me-109>
<BF_109G14us>	<Me-109>
<BF_109K4us>	<Me-109>
<BF_109G6Lateus> <Me-109>
<BF_109G6ASus>	<Me-109>
<FW_190A4us>	<FW-190>
<FW_190A5us>	<FW-190>
<FW_190A8us>	<FW-190>
<FW_190D9us>	<Long-Nosed 190>
<FW_190D9LATE>	<FW-190D9>
<JU_88A4>	<Ju-88A4>
<JU_88A4us>	<Ju-88>
<HE_111H2>	<He-111H2>
<HE_111H6>	<He-111H6>
<HS_129B2>	<Hs-129B2>
<HS_129B3Wa>	<Hs-129B3Wa>
<P_11C>		<P-11C>
<IL_2I>		<IL-2I>
<LA_5>		<LA-5>
<LA_5F>		<LA-5F>
<LA_7B20>	<LA-7>
<P_40E>		<P-40>
<P_40EM105>	<P-40>	
<P_40M>>	<P-40M>
<BF_110C4>	<BF-110C4>
<BF_110C4B>	<BF-110C4B>
<BF_110G2>	<BF-110G2>
<HurricaneMkIa>	<Hurricane>
<HurricaneMkIIb>	<Hurricane>
<HurricaneMkIIc>	<Hurricane>
<HurricaneMkIIbMod>	<Hurricane>
<BLENHEIM1>	<Blenheim>
<BLENHEIM4>	<Blenheim>
<SB_2M100A>	<SB-2>
<SB_2M103>	<SB-2>
<TB_3_4M_17> <TB-3>

<F2A_B239> <Brewster>
<MS406> <Morane 406>
<MS410> <M.S.410>
<G50>   <Fiat G-50>
<ME_210CA1> <Me-210>
<ME_210CA1ZSTR> <Me-210>
<P_47D10> <P-47>
<P_47D22> <P-47>
<P_47D27> <P-47>
<P_51D20NA>			<P-51>
<P_51D5NT>			<P-51>
<P_51B>				<P-51>
<P_51C>				<P-51>
<P_51CM>			<Mustang>
<TEMPEST5>	<Tempest V>
<P_38J>				<P-38>
<P_38L>				<P-38>
<P_63C>				<P-63>
<P_36A3>			<Curtiss H-75>
<P_36A4>			<P-36>
<P_47D10de> <Thunderbolt>
<P_47D22de> <Thunderbolt>
<P_47D27de> <Thunderbolt>
<P_51D20NAde>	<Mustang>
<P_51D5NTde>	<Mustang>
<P_51CMde>		<Mustang>
<TEMPEST5>	<Tempest V>

<SPITFIRE9C>	<Spitfire>
<SPITFIRE9CCLP>	<Spitfire>
<SPITFIRE9E>	<Spitfire>
<SPITFIRE9ECLP>	<Spitfire>
<SPITFIRE9EHF>	<Spitfire>

<P_51D20NAde>		<Mustang>
<P_51D5NTde>		<Mustang>
<P_51Bde>			<Mustang>
<P_51Cde>			<Mustang>
<P_51CMde>			<Mustang>
<TEMPEST5>	<Tempest V>
<P_38Jde>			<Lightning>
<P_38Lde>			<Lightning>
<P_63Cde>			<KingCobra>
<P_36A3de>			<Curtiss Hawk>
<P_36A4de>			<Curtiss Hawk>
<GLADIATOR1>		<Gladiator>
<GLADIATOR2>		<Gladiator>
<GLADIATOR1J8A>		<Gladiator>
<SPITFIRE5B>		<Spitfire>
<SPITFIRE5BCLP>		<Spitfire>
<SPITFIRE5BLF>		<Spitfire>
<SPITFIRE5BLFCLP>	<Spitfire>
<ME_163B1A>			<Me-163>

<B_25C25>		<B-25>
<B_25G1>		<B-25>
<B_25H1>		<B-25>
<B_25J1>		<B-25>

<ME_262A1A> <Me-262>
<ME_262A2A> <Me-262>
<B_17G> <B-17>
<B_17Gde> <Boeing>
<BF_109G10>	<BF-109 G10>
<BF_109G14>	<BF-109 G14>
<BF_109K4>	<BF-109 K4>

<HE_162A2> <Heinkel 162>
<P_38LLate> <P-38>
<SPITFIRE8> <Spitfire VIII>
<SPITFIRE8CLP> <Spitfire VIII>
<SPITFIRE925LBS> <Spitfire IX>
<MOSQUITO4> <Mosquito Mk.IV>
<MOSQUITO6> <Mosquito Mk.VI>
<MC_200_1> <Mc 200>
<MC_200_7> <Mc 200>
<MC_202> <Mc 202>
<MC_202_3> <Mc 202>
<MC_202_7> <Mc 202>
<MC_202_12> <Mc 202> 
<MC_205_1> <Mc 205> 
<MC_205_3> <Mc 205> 
<FW_190A5165ATA> <Fw-190A-5>
<P_40SUKAISVOLOCHHAWKA2> <Hawk 81>
<P_40SUKAISVOLOCHB> <P-40B>
<P_40SUKAISVOLOCHC> <P-40C>
<P_40SUKAISVOLOCH2A> <Tomahawk IIA>
<P_40SUKAISVOLOCH2B> <Tomahawk IIB>
<P_47D> <P-47>
<MC_200_7FB>  <Mc-200 Saetta>
<MC_200_3> <Mc-200 Saetta>
<A_20C> <A-20C Boston>
<IL_10> <IL-10 Shturmovik>
<BF_109K4C3> <Bf-109K-4>
<DO_335A0> <Do-335>

<SB_2M103>	<Glenn-Martin 167F>
<KI_100_IKO> 	<MB-152>
<SBD5> 		<Douglas A-24>
<GO_229A1> 	<Horten Ho-IX>
<A_20G> 	<A-20G Havoc>
<SPITFIRE5C4> 	<Spitfire Mk Vc>
<SPITFIRE5C2> 	<Spitfire Mk Vc>
<TA_152H1>	<Ta-152>
<ME_163B1A>	<Me-163>
<ME_323>	<Me-323>

<BI_6>			<BI-6>
<IL_10>			<IL-10>
<LAGG_3RD>		<LAGG-3RD>
<I_250>			<I-250>
<LA_7R>			<LA-7R>
<MIG_9_I_300>		<MIG-9>
<MIG_9FS>		<MIG-9FS>
<YAK_3VK107>		<YAK-3 VK107>
<YAK_3R>		<YAK-3R>
<YAK_15>		<YAK-15>
<DO_335V13>		<Do-335 V13>
<AR_234B2>		<AR-234B2>
<TA_152C>		<Ta-152C>
<HE_162C>		<He-162C>
<HE_162B>		<He-162D>
<HE_LERCHE3>		<Lerche>
<ME_262HGII>		<Me-262 HGII>
<TA_183>		<Ta-183>
<KI_27_KO>		<Ki-27 Ko>
<KI_27_OTSU>		<Ki-27 Otsu>
<A5M4>			<A5M>

	--------------------------------------------------------------------------------------------
	Geographic names - if spelling is different from English
	<Moscow>	<Moskau>
	<Crimea>		<Sicily>
	<Crimea>		<Krim>
	--------------------------------------------------------------------------------------------
<DeACE_KILLED> <German radio reported that a well-known ace %s was killed in action today. We believe he was shot down during this engagement.\n>
<RuACE_KILLED> <Our intelligence reports that some quite famous American Pilot named %s was killed in this combat.\n>
<RuACE_KILLED> <Last mission, you shot down %s according to radio messages deciphered. He was a very experienced pilot and his loss is hurting morale.\n>
<DeACE_CAPTURED> <We are in the process of interrogating %s, a well-known German ace who was picked up by our troops earlier today. He was apparently shot down by our squadron\n>
<RuACE_CAPTURED> <Our troops have captured %s, who claims to be a famous ace and wants to meet you.\n>
<DeACE_DOWN> <Based on the markings described in the engagement reports filed by our squadron, HQ believes %s, a well-known German ace, was shot down today. His status remains unknown.\n>
<RuACE_DOWN> <A guy called %s, apparently one of their experts, was shot down in this combat, He escaped alive but you certainly made him crap his pants.\n>

<RuAArtyR>	<Today we're targeting enemy artillery positions. We've had it on our list for a few days now but had to deal with higher priority assignments. In the meantime the German guns have been causing a lot of headache to our troops on the ground. Be careful, as the Germans often use their 88s as artillery guns. We have no information on these guns; quite possibly they may end up firing at you too. Good luck!\n>
<RuAArtyD>	<Our artillery battery there is causing heavy losses among enemy troops. It is likely that the enemy have already located it and they will certainly send over some Jabos to deal with it. We will patrol over the area in case of any enemy attacks.\n>
<DeAArtyR>	<Our artillery in that area is under almost constant air attack. They have to relocate after firing almost every shell. You are ordered to patrol the area and order to intercept any potential attackers. Good luck!\n>
<DeAArtyD>	<This enemy artillery battery there is causing our ground troops much trouble. They want it destroyed and we've got the job. Artillery guns are your primary target, then everything else.\n>
<RuBArtyR>	<The bombers are hitting German artillery positions. Ground troops have tried to take those out of action a few times, but the guns are well behind the German lines and they keep moving back by the time our boys fight their way through. A few hundred men died trying to get those guns. So cook those Krauts extra crispy today, they've really earned it.\n>
<RuBArtyD>	<The artillery there has an excellent shooting field far behind the enemy lines. Because of that, the enemy bombs them often. Today, we will intercept such a raid and tell them a lesson or two!\n>
<DeBArtyR>	<Yesterday an artillery position in the area was attacked by Focke-Wulfs, and we've lost four guns and almost fifty men. This is not the first time the Germans go for our guns. The area where that happened is right on the border between our and RAF's sectors so it's been receiving less air coverage than others. Germans must have noticed that. You will patrol the area today, and hopefully you'll meet some Germans.\n>
<DeBArtyD>	<Our Jabos will be hitting Allied artillery positions. The guns are well behind the front lines and they keep moving with the front line, staying out of reach our our forces. A few hundred men died just yesterday in the morning artillery barrage. So cook those Amis extra crispy today, they've really earned it.\n>

<RuARailR>	<We're hitting a German rail yard. It will be a very target rich environment. You will see plenty of rail cars to strafe, there will be flak guns protecting the area, and the chance of the Luftwaffe coming up to meet you is also very high. Be cautious gentlemen, and God be with you. I hope to see all of you back here safely tonight.\n>
<RuARailD>	<The Americans are bombing this city almost daily. I want everybody to be very careful out there and make a good attack on the bombers. Remember, it is our duty to make them pay for every bomb they drop on our cities.\n>
<DeARailR>	<The Krauts are mounting a concentrated effort aimed at our supply lines. In the past few days they've hit almost every major rail yard in the area, except for this one. This makes it easy for us to predict their next move. Patrol the area, and you'll almost certainly meet some German fighter-bombers coming your way. Good luck!\n>
