// 42 Hard			
[Operations]			
oDePatrolSoft 	10622:50509	VVS 3A	LW 3Y 
oDePatrolSoft 	10622:50509	VVS 6B 2F	LW 4Y 
oDePatrolSoft 	10622:50509	VVS 3A 2F 	LW 4Y 
oRuPatrolTown 	10622:50509	VVS 4Y 	LW 6B 2F 2F
oRuPatrolTown 	10622:50509	VVS 3Y  	LW 4dB 
oRuPatrolTown 	10622:50509	VVS 4Y	LW 4fB 2F  
oRuPatrolTown 	10622:50509	VVS 4Y  	LW 3B  
oRuPatrolTown 	10622:50509	VVS 3Y  	LW 4fB 4F 
oRuPatrolTown 	10622:50509	VVS 4Y  	LW 3B 2F 
oDePatrolTown 	10622:50509	VVS 4fB 	LW 4Y 
oDePatrolTown 	10622:50509	VVS 6B 2F	LW 6Y
oDePatrolTown 	10622:50509	VVS 3B 4F   	LW 3Y  
oDePatrolTown 	10622:50509	VVS 4A 2F  	LW 4Y  
oDePatrolTown 	10622:50509	VVS 4fB 	LW 3Y  
oDePatrolTown 	10622:50509	VVS 3B 2F 	LW 4Y  
oRuReconEscort 	10622:50509	VVS 1R 3Y 	LW 4F
oRuReconEscort 	10622:50509	VVS 2R 3Y 	LW 2F
oRuReconEscort 	10622:50509	VVS 2R 4Y 	LW 2F 2F
oRuReconEscort 	10622:50509	VVS 2R 3Y 	LW 2F
oRuReconEscort 	10622:50509	VVS 1R 3Y 	LW 2F 2F
oRuReconEscort 	10622:50509	VVS 1R 3Y 	LW 2F
oDeReconEscort 	10622:50509	VVS 2F 	LW 1R 3Y 
oDeReconEscort 	10622:50509	VVS 2F 2F 	LW 1R 4Y 
oDeReconEscort 	10622:50509	VVS 2F 	LW 2R 3Y 
oDeReconEscort 	10622:50509	VVS 4F 	LW 1R 4Y 
oDeReconEscort 	10622:50509	VVS 2F	LW 2R 3Y 
oDeReconEscort 	10622:50509	VVS 2F 	LW 2R 4Y 
oRuReconIntercept 	10622:50509	VVS 3Y 	LW 2R 
oRuReconIntercept 	10622:50509	VVS 4Y 	LW 2R 2F 
oRuReconIntercept 	10622:50509	VVS 3Y 	LW 1R 2F 
oRuReconIntercept 	10622:50509	VVS 3Y 	LW 2R 
oRuReconIntercept 	10622:50509	VVS 3Y 	LW 1R 2F 
oRuReconIntercept 	10622:50509	VVS 3Y 	LW 1R 4F 
oDeReconIntercept 	10622:50509	VVS 2R 2F  	LW 3Y
oDeReconIntercept 	10622:50509	VVS 1R 2F  	LW 4Y 
oDeReconIntercept 	10622:50509	VVS 2R 2F  	LW 4Y 
oDeReconIntercept 	10622:50509	VVS 1R 	LW 3Y 
oDeReconIntercept 	10622:50509	VVS 2R 	LW 3Y 
oDeReconIntercept 	10622:50509	VVS 1R 2F 	LW 4Y 
oRuTranIntercept 	10622:50509	VVS 4Y 	LW 4T 2F 2F
oRuTranIntercept 	10622:50509	VVS 4Y 	LW 3T 4F
oRuTranIntercept 	10622:50509	VVS 4Y 	LW 4T 2F
oRuTranIntercept 	10622:50509	VVS 3Y 	LW 6T 2F
oRuTranIntercept 	10622:50509	VVS 3Y 	LW 4T
oRuTranIntercept 	10622:50509	VVS 4Y 	LW 3T
oDeTranIntercept 	10622:50509	VVS 4T 2F 	LW 4Y
oDeTranIntercept 	10622:50509	VVS 4T 	LW 3Y
oDeTranIntercept 	10622:50509	VVS 3T 4F 	LW 6Y
oDeTranIntercept 	10622:50509	VVS 6T 2F 	LW 3Y
oDeTranIntercept 	10622:50509	VVS 4T 2F 	LW 4Y
oDeTranIntercept 	10622:50509	VVS 3T 	LW 4Y
